x_o,y_o,x_h,y_h,yaw_h,success
0.8611322561739899,0.09279839203003204,0.5,0.1,0.0,1.0
0.8493326553923396,0.1948338669745206,0.5,0.1,0.0,0.0
0.8094410238207352,0.15877885748101128,0.5,0.1,0.0,1.0
0.887348854117893,0.19849390621566046,0.5,0.1,0.0,0.0
0.8212746944406645,0.043212306683326256,0.5,0.1,0.0,1.0
0.8624082901319758,0.09447675532248044,0.5,0.1,0.0,1.0
0.8902523001578594,0.06420761415242567,0.5,0.1,0.0,1.0
0.8686484788228701,0.18935279663623825,0.5,0.1,0.0,0.0
0.8250832463955609,0.1301223807334547,0.5,0.1,0.0,1.0
0.8282216957695523,0.1383667563896172,0.5,0.1,0.0,1.0
0.8365290840572005,0.19690145048967622,0.5,0.1,0.0,0.0
0.8683669916361563,0.18314321039456707,0.5,0.1,0.0,0.0
0.8963513394388526,0.18692935656538473,0.5,0.1,0.0,0.0
0.8394739271618888,0.1797625931662874,0.5,0.1,0.0,0.0
0.8026379840176052,0.10568840470320698,0.5,0.1,0.0,1.0
0.8226218231565862,0.1354241000591355,0.5,0.1,0.0,1.0
0.8926153486967012,0.16386792793097918,0.5,0.1,0.0,0.0
0.8156427668410344,0.039075644267557365,0.5,0.1,0.0,1.0
0.8275425981329342,0.09480988490103481,0.5,0.1,0.0,1.0
0.8401944363933105,0.053216025994382625,0.5,0.1,0.0,1.0
0.8466736860490462,0.16361132618018423,0.5,0.1,0.0,1.0
0.8867434973389262,0.17904728208551016,0.5,0.1,0.0,0.0
0.8392117418591301,0.18688929131223625,0.5,0.1,0.0,0.0
0.8663517416029813,0.019369217151225793,0.5,0.1,0.0,1.0
0.8239696039043645,0.10260047788935694,0.5,0.1,0.0,1.0
0.8997215441583369,0.17235420863647277,0.5,0.1,0.0,0.0
0.8301061455609426,0.10119458412958347,0.5,0.1,0.0,1.0
0.8749405428624687,0.03646670060061137,0.5,0.1,0.0,1.0
0.8260628044965681,0.16460309320978395,0.5,0.1,0.0,1.0
0.8438176388347327,0.00020324226840777728,0.5,0.1,0.0,1.0
0.8476557299455506,0.08106896917394278,0.5,0.1,0.0,1.0
0.8497125840142887,0.03647347332872038,0.5,0.1,0.0,1.0
0.8028264262079574,0.1953512586076453,0.5,0.1,0.0,0.0
0.8071002281412197,0.16454098466554043,0.5,0.1,0.0,1.0
0.864753364051461,0.18585130447352635,0.5,0.1,0.0,0.0
0.8624995579248742,0.01888043809702611,0.5,0.1,0.0,1.0
0.873838937392222,0.050791266592169815,0.5,0.1,0.0,1.0
0.8510500244718429,0.05048614249839563,0.5,0.1,0.0,1.0
0.8705188351837447,0.12537098955568166,0.5,0.1,0.0,1.0
0.8485656335731095,0.04950693221915517,0.5,0.1,0.0,1.0
0.8418347579209944,0.04403825827118797,0.5,0.1,0.0,1.0
0.8460190928882859,0.079257910856046,0.5,0.1,0.0,1.0
0.8314686489688362,0.01602377684165204,0.5,0.1,0.0,1.0
0.895336527566042,0.048054446771664795,0.5,0.1,0.0,1.0
0.8090709815430465,0.17471312276248055,0.5,0.1,0.0,1.0
0.8713995589540936,0.08689965675748022,0.5,0.1,0.0,1.0
0.8823844344285428,0.16790631846978502,0.5,0.1,0.0,0.0
0.8866117202608732,0.0943955760663102,0.5,0.1,0.0,1.0
0.8700829530615172,0.0504230945192977,0.5,0.1,0.0,1.0
0.8829202296662562,0.10469420363005953,0.5,0.1,0.0,1.0
0.8784288085971143,0.08869474006797409,0.5,0.1,0.0,1.0
0.8553978849281072,0.0026020002114015787,0.5,0.1,0.0,1.0
0.8157489886741286,0.12366348263565595,0.5,0.1,0.0,1.0
0.8750806823951538,0.049492681612847395,0.5,0.1,0.0,1.0
0.8969599208687556,0.07100779742363852,0.5,0.1,0.0,1.0
0.8344555276313574,0.10724360071692468,0.5,0.1,0.0,1.0
0.8520127182505288,0.060500879579003235,0.5,0.1,0.0,1.0
0.8885797654712297,0.13487307505307194,0.5,0.1,0.0,1.0
0.8628075338441187,0.1694429659133387,0.5,0.1,0.0,1.0
0.8551042018420182,0.17166355142340164,0.5,0.1,0.0,1.0
0.861051414690569,0.06780838097895603,0.5,0.1,0.0,1.0
0.8479511982158252,0.042563211240490256,0.5,0.1,0.0,1.0
0.8882950466361395,0.08585967982488413,0.5,0.1,0.0,1.0
0.8304823386186303,0.021021962898789173,0.5,0.1,0.0,1.0
0.8442185044698628,0.16753677094626823,0.5,0.1,0.0,1.0
0.833510255316913,0.052960516206454394,0.5,0.1,0.0,1.0
0.8504238095299879,0.07489247938717535,0.5,0.1,0.0,1.0
0.8075014751344202,0.018703018344193034,0.5,0.1,0.0,1.0
0.802835256252406,0.029392722287983154,0.5,0.1,0.0,1.0
0.8291170602029915,0.14051951219389522,0.5,0.1,0.0,1.0
0.8399289941877496,0.14657251306323063,0.5,0.1,0.0,0.0
0.8981442948532734,0.09769901955187808,0.5,0.1,0.0,1.0
0.890742923912505,0.1277654677241634,0.5,0.1,0.0,1.0
0.8125265119760667,0.09394686914475625,0.5,0.1,0.0,1.0
0.8118158161816221,0.08149363522794138,0.5,0.1,0.0,1.0
0.821660474460327,0.0836426667906936,0.5,0.1,0.0,1.0
0.8106725007141421,0.06924945812454346,0.5,0.1,0.0,1.0
0.8561069646093116,0.05536587026611564,0.5,0.1,0.0,1.0
0.8543731836017265,0.05812658883029942,0.5,0.1,0.0,1.0
0.8384407530943802,0.005326259020080881,0.5,0.1,0.0,0.0
0.8594994248518035,0.003369155089683518,0.5,0.1,0.0,1.0
0.8694460318526108,0.1879158453592814,0.5,0.1,0.0,0.0
0.8057395916626752,0.03063125863827021,0.5,0.1,0.0,1.0
0.8767960326105451,0.030472457146475975,0.5,0.1,0.0,1.0
0.8455371604352254,0.10676469260943318,0.5,0.1,0.0,1.0
0.8564225854328048,0.16949862623999942,0.5,0.1,0.0,0.0
0.8538012543128088,0.16483000003644055,0.5,0.1,0.0,1.0
0.8947454491751639,0.04502299425207401,0.5,0.1,0.0,1.0
0.8978242199468043,0.13660069785745851,0.5,0.1,0.0,1.0
0.896006903765384,0.0901307348555197,0.5,0.1,0.0,1.0
0.8480121449927673,0.18531829867067728,0.5,0.1,0.0,0.0
0.8617358251939581,0.19911490342188487,0.5,0.1,0.0,0.0
0.8784662331951602,0.15957799254163751,0.5,0.1,0.0,1.0
0.8056338741077258,0.1278407568530677,0.5,0.1,0.0,1.0
0.8212339666630802,0.1785073068575388,0.5,0.1,0.0,0.0
