epochs,loss,accu
0,0.6821181,0.21052631578947367
50,0.7016495,0.8157894736842105
100,0.7038509,0.7631578947368421
150,0.7045939,0.7105263157894737
200,0.7064912,0.6842105263157895
250,0.7088282,0.6578947368421053
300,0.710608,0.631578947368421
350,0.7132076,0.6578947368421053
400,0.71616894,0.6578947368421053
450,0.7173534,0.6842105263157895
500,0.71647996,0.6842105263157895
550,0.71360487,0.6842105263157895
600,0.7075616,0.6842105263157895
650,0.7028869,0.7105263157894737
700,0.69705373,0.6842105263157895
750,0.69011676,0.6842105263157895
800,0.6822139,0.6842105263157895
850,0.6752505,0.6842105263157895
900,0.6667832,0.6842105263157895
950,0.6590308,0.6842105263157895
1000,0.6515869,0.6842105263157895
1050,0.64498675,0.6842105263157895
1100,0.63851434,0.6578947368421053
1150,0.63197994,0.6578947368421053
1200,0.62548524,0.6578947368421053
1250,0.6186653,0.6842105263157895
1300,0.61234415,0.6842105263157895
1350,0.60658956,0.6842105263157895
1400,0.60120445,0.6842105263157895
1450,0.5954171,0.6842105263157895
1500,0.5905783,0.6842105263157895
1550,0.5866177,0.6842105263157895
1600,0.58291453,0.6842105263157895
1650,0.5788163,0.6842105263157895
1700,0.57378966,0.6578947368421053
1750,0.56888765,0.6578947368421053
1800,0.56452,0.6578947368421053
1850,0.5596198,0.6578947368421053
1900,0.55491775,0.6578947368421053
1950,0.5502839,0.6578947368421053
2000,0.5453514,0.6578947368421053
2050,0.54142207,0.6052631578947368
2100,0.5373768,0.6052631578947368
2150,0.5332509,0.6052631578947368
2200,0.52912843,0.6052631578947368
2250,0.5239797,0.6052631578947368
2300,0.519559,0.6052631578947368
2350,0.51525444,0.6052631578947368
2400,0.51123565,0.6052631578947368
2450,0.5072516,0.6052631578947368
2500,0.50341296,0.6052631578947368
2550,0.4994564,0.6052631578947368
2600,0.49448097,0.6052631578947368
2650,0.4912638,0.631578947368421
2700,0.48794085,0.6578947368421053
2750,0.48460832,0.6578947368421053
2800,0.4816272,0.6578947368421053
2850,0.4783911,0.6578947368421053
2900,0.47533438,0.6578947368421053
2950,0.4739269,0.6578947368421053
3000,0.47202963,0.6578947368421053
3050,0.47097948,0.6578947368421053
3100,0.4678393,0.6578947368421053
3150,0.46617377,0.6578947368421053
3200,0.46449122,0.6578947368421053
3250,0.463621,0.6578947368421053
3300,0.46168926,0.6578947368421053
3350,0.46153206,0.6578947368421053
3400,0.45722947,0.631578947368421
3450,0.45460552,0.631578947368421
3500,0.45137104,0.631578947368421
3550,0.44815126,0.631578947368421
3600,0.44714314,0.631578947368421
3650,0.44691977,0.631578947368421
3700,0.44431573,0.631578947368421
3750,0.44206616,0.631578947368421
3800,0.43992564,0.631578947368421
