length_up,length_low,length_center,return_up,return_low,return_center
20,20,20.0,0.0967741935483871,0.0,0.04838709677419355
20,3,11.5,0.967741935483871,0.0,0.4838709677419355
20,3,11.5,1.0,0.03225806451612903,0.5161290322580645
20,1,10.5,1.0,0.0,0.5
20,3,11.5,0.967741935483871,0.0,0.4838709677419355
20,1,10.5,1.0,0.0,0.5
20,1,10.5,1.0,0.03225806451612903,0.5161290322580645
20,20,20.0,0.0967741935483871,0.0,0.04838709677419355
20,1,10.5,1.0,0.0,0.5
20,4,12.0,0.9354838709677419,0.06451612903225806,0.5
20,20,20.0,0.0,0.0,0.0
20,6,13.0,0.8709677419354839,0.0,0.43548387096774194
20,20,20.0,0.16129032258064516,0.03225806451612903,0.0967741935483871
20,20,20.0,0.06451612903225806,0.0,0.03225806451612903
20,7,13.5,0.8387096774193549,0.0967741935483871,0.467741935483871
20,3,11.5,0.9354838709677419,0.0,0.46774193548387094
3,1,2.0,1.0,0.967741935483871,0.9838709677419355
3,1,2.0,1.0,0.967741935483871,0.9838709677419355
20,1,10.5,1.0,0.0967741935483871,0.5483870967741935
20,11,15.5,0.7741935483870968,0.03225806451612903,0.4032258064516129
20,1,10.5,1.0,0.03225806451612903,0.5161290322580645
20,1,10.5,1.0,0.0,0.5
20,3,11.5,0.9354838709677419,0.03225806451612903,0.48387096774193544
1,1,1.0,1.0,1.0,1.0
20,20,20.0,0.12903225806451613,0.03225806451612903,0.08064516129032258
20,1,10.5,1.0,0.06451612903225806,0.532258064516129
20,1,10.5,1.0,0.06451612903225806,0.532258064516129
20,5,12.5,0.9032258064516129,0.03225806451612903,0.46774193548387094
20,3,11.5,0.967741935483871,0.03225806451612903,0.5
20,20,20.0,0.03225806451612903,0.0,0.016129032258064516
20,9,14.5,0.7419354838709677,0.03225806451612903,0.3870967741935484
20,10,15.0,0.8064516129032258,0.06451612903225806,0.4354838709677419
20,3,11.5,0.967741935483871,0.06451612903225806,0.5161290322580645
20,2,11.0,0.967741935483871,0.0,0.4838709677419355
20,20,20.0,0.06451612903225806,0.0,0.03225806451612903
20,5,12.5,0.9032258064516129,0.0,0.45161290322580644
20,8,14.0,0.7741935483870968,0.06451612903225806,0.4193548387096774
20,20,20.0,0.03225806451612903,0.03225806451612903,0.03225806451612903
20,1,10.5,1.0,0.22580645161290322,0.6129032258064516
20,20,20.0,0.12903225806451613,0.0,0.06451612903225806
20,20,20.0,0.06451612903225806,0.0,0.03225806451612903
20,5,12.5,0.8709677419354839,0.06451612903225806,0.467741935483871
20,20,20.0,0.0967741935483871,0.03225806451612903,0.06451612903225806
20,20,20.0,0.03225806451612903,0.0,0.016129032258064516
3,3,3.0,0.967741935483871,0.967741935483871,0.967741935483871
20,6,13.0,0.8709677419354839,0.0,0.43548387096774194
20,20,20.0,0.03225806451612903,0.0,0.016129032258064516
20,3,11.5,1.0,0.0,0.5
20,3,11.5,0.9354838709677419,0.03225806451612903,0.48387096774193544
20,3,11.5,0.9354838709677419,0.0,0.46774193548387094
20,7,13.5,0.8387096774193549,0.06451612903225806,0.4516129032258065
20,20,20.0,0.06451612903225806,0.0,0.03225806451612903
3,1,2.0,1.0,0.967741935483871,0.9838709677419355
20,1,10.5,1.0,0.03225806451612903,0.5161290322580645
2,1,1.5,1.0,0.967741935483871,0.9838709677419355
20,3,11.5,0.9354838709677419,0.03225806451612903,0.48387096774193544
20,7,13.5,0.8387096774193549,0.03225806451612903,0.43548387096774194
20,4,12.0,0.9354838709677419,0.0,0.46774193548387094
7,1,4.0,1.0,0.8709677419354839,0.935483870967742
20,5,12.5,0.9354838709677419,0.0,0.46774193548387094
20,20,20.0,0.06451612903225806,0.0,0.03225806451612903
19,1,10.0,1.0,0.4838709677419355,0.7419354838709677
20,20,20.0,0.06451612903225806,0.0,0.03225806451612903
20,20,20.0,0.0967741935483871,0.03225806451612903,0.06451612903225806
20,20,20.0,0.0967741935483871,0.0,0.04838709677419355
20,20,20.0,0.03225806451612903,0.0,0.016129032258064516
20,1,10.5,1.0,0.06451612903225806,0.532258064516129
20,20,20.0,0.0,0.0,0.0
20,20,20.0,0.06451612903225806,0.03225806451612903,0.04838709677419355
20,3,11.5,1.0,0.03225806451612903,0.5161290322580645
20,1,10.5,1.0,0.0,0.5
20,1,10.5,1.0,0.03225806451612903,0.5161290322580645
20,7,13.5,0.8709677419354839,0.03225806451612903,0.45161290322580644
20,20,20.0,0.0967741935483871,0.03225806451612903,0.06451612903225806
20,3,11.5,0.967741935483871,0.0,0.4838709677419355
20,20,20.0,0.06451612903225806,0.03225806451612903,0.04838709677419355
20,20,20.0,0.0967741935483871,0.03225806451612903,0.06451612903225806
20,9,14.5,0.8709677419354839,0.03225806451612903,0.45161290322580644
20,20,20.0,0.0967741935483871,0.03225806451612903,0.06451612903225806
20,20,20.0,0.06451612903225806,0.0,0.03225806451612903
20,20,20.0,0.12903225806451613,0.0,0.06451612903225806
20,1,10.5,1.0,0.0,0.5
20,20,20.0,0.03225806451612903,0.03225806451612903,0.03225806451612903
20,1,10.5,1.0,0.03225806451612903,0.5161290322580645
20,1,10.5,1.0,0.0,0.5
20,20,20.0,0.06451612903225806,0.03225806451612903,0.04838709677419355
20,20,20.0,0.0967741935483871,0.03225806451612903,0.06451612903225806
20,20,20.0,0.06451612903225806,0.0,0.03225806451612903
20,20,20.0,0.03225806451612903,0.0,0.016129032258064516
20,1,10.5,1.0,0.12903225806451613,0.564516129032258
20,1,10.5,1.0,0.0967741935483871,0.5483870967741935
20,20,20.0,0.03225806451612903,0.0,0.016129032258064516
20,20,20.0,0.06451612903225806,0.03225806451612903,0.04838709677419355
20,3,11.5,0.9354838709677419,0.0,0.46774193548387094
20,5,12.5,0.9032258064516129,0.06451612903225806,0.4838709677419355
20,1,10.5,1.0,0.06451612903225806,0.532258064516129
20,3,11.5,0.9354838709677419,0.03225806451612903,0.48387096774193544
20,6,13.0,0.8709677419354839,0.06451612903225806,0.467741935483871
20,20,20.0,0.0,0.0,0.0
20,20,20.0,0.0967741935483871,0.03225806451612903,0.06451612903225806
20,20,20.0,0.06451612903225806,0.06451612903225806,0.06451612903225806
20,20,20.0,0.06451612903225806,0.03225806451612903,0.04838709677419355
20,5,12.5,0.9032258064516129,0.03225806451612903,0.46774193548387094
20,20,20.0,0.06451612903225806,0.03225806451612903,0.04838709677419355
7,1,4.0,1.0,0.8064516129032258,0.9032258064516129
20,4,12.0,0.9032258064516129,0.12903225806451613,0.5161290322580645
20,3,11.5,0.9354838709677419,0.0,0.46774193548387094
20,3,11.5,0.9354838709677419,0.06451612903225806,0.5
20,1,10.5,1.0,0.0967741935483871,0.5483870967741935
20,20,20.0,0.06451612903225806,0.0,0.03225806451612903
20,20,20.0,0.06451612903225806,0.06451612903225806,0.06451612903225806
20,20,20.0,0.16129032258064516,0.03225806451612903,0.0967741935483871
20,12,16.0,0.6774193548387096,0.12903225806451613,0.4032258064516129
20,10,15.0,0.7419354838709677,0.0967741935483871,0.41935483870967744
20,3,11.5,0.967741935483871,0.0,0.4838709677419355
20,1,10.5,1.0,0.0,0.5
20,20,20.0,0.03225806451612903,0.0,0.016129032258064516
20,3,11.5,0.9354838709677419,0.06451612903225806,0.5
20,1,10.5,1.0,0.03225806451612903,0.5161290322580645
20,20,20.0,0.06451612903225806,0.0,0.03225806451612903
20,20,20.0,0.0967741935483871,0.03225806451612903,0.06451612903225806
20,20,20.0,0.06451612903225806,0.06451612903225806,0.06451612903225806
20,20,20.0,0.06451612903225806,0.03225806451612903,0.04838709677419355
20,4,12.0,0.9032258064516129,0.0,0.45161290322580644
20,3,11.5,0.967741935483871,0.0,0.4838709677419355
20,5,12.5,0.9354838709677419,0.0,0.46774193548387094
20,1,10.5,1.0,0.03225806451612903,0.5161290322580645
20,1,10.5,1.0,0.0,0.5
20,13,16.5,0.6451612903225806,0.03225806451612903,0.3387096774193548
20,20,20.0,0.16129032258064516,0.06451612903225806,0.11290322580645161
20,1,10.5,1.0,0.0,0.5
20,20,20.0,0.12903225806451613,0.0,0.06451612903225806
20,3,11.5,0.9354838709677419,0.0,0.46774193548387094
7,1,4.0,1.0,0.9354838709677419,0.967741935483871
12,7,9.5,0.8387096774193549,0.7096774193548387,0.7741935483870968
20,1,10.5,1.0,0.06451612903225806,0.532258064516129
20,20,20.0,0.06451612903225806,0.0,0.03225806451612903
20,20,20.0,0.0967741935483871,0.0,0.04838709677419355
20,1,10.5,1.0,0.0,0.5
20,13,16.5,0.6774193548387096,0.0,0.3387096774193548
20,20,20.0,0.06451612903225806,0.0,0.03225806451612903
20,6,13.0,0.8709677419354839,0.06451612903225806,0.467741935483871
20,5,12.5,0.9032258064516129,0.0,0.45161290322580644
20,20,20.0,0.0967741935483871,0.0,0.04838709677419355
20,3,11.5,0.9354838709677419,0.0967741935483871,0.5161290322580645
20,1,10.5,1.0,0.12903225806451613,0.564516129032258
20,20,20.0,0.0967741935483871,0.0,0.04838709677419355
18,1,9.5,1.0,0.4838709677419355,0.7419354838709677
20,1,10.5,1.0,0.06451612903225806,0.532258064516129
20,5,12.5,0.9032258064516129,0.06451612903225806,0.4838709677419355
20,3,11.5,0.9354838709677419,0.0,0.46774193548387094
20,1,10.5,1.0,0.03225806451612903,0.5161290322580645
15,10,12.5,0.7096774193548387,0.6451612903225806,0.6774193548387097
20,1,10.5,1.0,0.06451612903225806,0.532258064516129
20,9,14.5,0.8064516129032258,0.03225806451612903,0.4193548387096774
20,5,12.5,0.9032258064516129,0.06451612903225806,0.4838709677419355
8,3,5.5,1.0,0.8064516129032258,0.9032258064516129
1,1,1.0,1.0,1.0,1.0
20,15,17.5,0.6774193548387096,0.0,0.3387096774193548
20,3,11.5,0.9354838709677419,0.03225806451612903,0.48387096774193544
20,3,11.5,0.9354838709677419,0.0,0.46774193548387094
20,3,11.5,0.967741935483871,0.0,0.4838709677419355
20,20,20.0,0.03225806451612903,0.0,0.016129032258064516
20,4,12.0,0.9354838709677419,0.06451612903225806,0.5
20,3,11.5,0.9354838709677419,0.03225806451612903,0.48387096774193544
20,3,11.5,0.967741935483871,0.0,0.4838709677419355
20,20,20.0,0.0967741935483871,0.0,0.04838709677419355
20,1,10.5,1.0,0.0,0.5
20,20,20.0,0.03225806451612903,0.0,0.016129032258064516
20,3,11.5,0.967741935483871,0.06451612903225806,0.5161290322580645
20,13,16.5,0.7419354838709677,0.0,0.3709677419354839
20,17,18.5,0.6451612903225806,0.06451612903225806,0.3548387096774194
20,3,11.5,1.0,0.06451612903225806,0.532258064516129
20,7,13.5,0.8387096774193549,0.0,0.41935483870967744
20,1,10.5,1.0,0.0,0.5
20,4,12.0,0.9354838709677419,0.06451612903225806,0.5
20,3,11.5,1.0,0.0,0.5
20,3,11.5,1.0,0.03225806451612903,0.5161290322580645
20,8,14.0,0.8387096774193549,0.06451612903225806,0.4516129032258065
20,1,10.5,1.0,0.06451612903225806,0.532258064516129
20,3,11.5,0.9354838709677419,0.0,0.46774193548387094
20,3,11.5,0.967741935483871,0.03225806451612903,0.5
16,5,10.5,0.8709677419354839,0.5161290322580645,0.6935483870967742
20,11,15.5,0.7419354838709677,0.03225806451612903,0.3870967741935484
20,5,12.5,0.9032258064516129,0.03225806451612903,0.46774193548387094
20,3,11.5,0.9354838709677419,0.03225806451612903,0.48387096774193544
1,1,1.0,1.0,1.0,1.0
5,2,3.5,1.0,0.9354838709677419,0.967741935483871
20,7,13.5,0.8387096774193549,0.0,0.41935483870967744
20,20,20.0,0.03225806451612903,0.03225806451612903,0.03225806451612903
20,3,11.5,0.9354838709677419,0.03225806451612903,0.48387096774193544
20,20,20.0,0.0967741935483871,0.0,0.04838709677419355
9,1,5.0,1.0,0.7419354838709677,0.8709677419354839
20,5,12.5,0.967741935483871,0.0,0.4838709677419355
20,1,10.5,1.0,0.03225806451612903,0.5161290322580645
20,5,12.5,1.0,0.0,0.5
20,1,10.5,1.0,0.03225806451612903,0.5161290322580645
20,5,12.5,0.9032258064516129,0.12903225806451613,0.5161290322580645
20,1,10.5,1.0,0.0,0.5
20,1,10.5,1.0,0.06451612903225806,0.532258064516129
7,6,6.5,0.9032258064516129,0.8387096774193549,0.8709677419354839
20,1,10.5,1.0,0.0,0.5
20,1,10.5,1.0,0.0,0.5
20,3,11.5,0.967741935483871,0.12903225806451613,0.5483870967741935
20,2,11.0,1.0,0.03225806451612903,0.5161290322580645
20,3,11.5,0.9354838709677419,0.0,0.46774193548387094
20,1,10.5,1.0,0.0967741935483871,0.5483870967741935
20,1,10.5,1.0,0.12903225806451613,0.564516129032258
5,3,4.0,0.967741935483871,0.9354838709677419,0.9516129032258065
3,1,2.0,1.0,0.967741935483871,0.9838709677419355
1,1,1.0,1.0,1.0,1.0
20,5,12.5,0.9032258064516129,0.06451612903225806,0.4838709677419355
20,20,20.0,0.0,0.0,0.0
6,3,4.5,0.967741935483871,0.8387096774193549,0.903225806451613
20,1,10.5,1.0,0.0967741935483871,0.5483870967741935
4,3,3.5,0.967741935483871,0.9354838709677419,0.9516129032258065
20,1,10.5,1.0,0.0,0.5
20,5,12.5,0.8709677419354839,0.06451612903225806,0.467741935483871
20,3,11.5,0.967741935483871,0.06451612903225806,0.5161290322580645
20,20,20.0,0.16129032258064516,0.0967741935483871,0.12903225806451613
20,20,20.0,0.12903225806451613,0.06451612903225806,0.0967741935483871
20,5,12.5,0.9032258064516129,0.12903225806451613,0.5161290322580645
20,20,20.0,0.03225806451612903,0.0,0.016129032258064516
7,1,4.0,1.0,0.8387096774193549,0.9193548387096775
8,1,4.5,1.0,0.8064516129032258,0.9032258064516129
3,1,2.0,1.0,0.9354838709677419,0.967741935483871
20,5,12.5,0.967741935483871,0.0,0.4838709677419355
10,7,8.5,0.8387096774193549,0.7419354838709677,0.7903225806451613
20,3,11.5,0.9354838709677419,0.0,0.46774193548387094
20,12,16.0,0.6451612903225806,0.0967741935483871,0.3709677419354839
7,5,6.0,0.9354838709677419,0.9032258064516129,0.9193548387096774
20,1,10.5,1.0,0.06451612903225806,0.532258064516129
5,3,4.0,0.967741935483871,0.8709677419354839,0.9193548387096775
20,3,11.5,0.9354838709677419,0.0967741935483871,0.5161290322580645
20,20,20.0,0.16129032258064516,0.0967741935483871,0.12903225806451613
3,1,2.0,1.0,0.967741935483871,0.9838709677419355
20,1,10.5,1.0,0.06451612903225806,0.532258064516129
20,20,20.0,0.1935483870967742,0.03225806451612903,0.11290322580645161
20,1,10.5,1.0,0.03225806451612903,0.5161290322580645
20,5,12.5,0.9354838709677419,0.06451612903225806,0.5
20,3,11.5,0.967741935483871,0.0,0.4838709677419355
20,1,10.5,1.0,0.0967741935483871,0.5483870967741935
20,3,11.5,1.0,0.0967741935483871,0.5483870967741935
3,1,2.0,1.0,0.967741935483871,0.9838709677419355
20,5,12.5,0.9354838709677419,0.0967741935483871,0.5161290322580645
20,3,11.5,0.967741935483871,0.16129032258064516,0.5645161290322581
20,3,11.5,0.967741935483871,0.06451612903225806,0.5161290322580645
20,20,20.0,0.06451612903225806,0.0,0.03225806451612903
20,1,10.5,1.0,0.0,0.5
1,1,1.0,1.0,1.0,1.0
3,3,3.0,0.967741935483871,0.9354838709677419,0.9516129032258065
15,1,8.0,1.0,0.6451612903225806,0.8225806451612903
20,3,11.5,0.967741935483871,0.06451612903225806,0.5161290322580645
7,7,7.0,0.9032258064516129,0.9032258064516129,0.9032258064516129
20,1,10.5,1.0,0.03225806451612903,0.5161290322580645
3,1,2.0,1.0,0.967741935483871,0.9838709677419355
20,11,15.5,0.7419354838709677,0.03225806451612903,0.3870967741935484
20,7,13.5,0.8387096774193549,0.12903225806451613,0.4838709677419355
3,3,3.0,0.967741935483871,0.9354838709677419,0.9516129032258065
20,3,11.5,0.9354838709677419,0.0,0.46774193548387094
20,7,13.5,0.8709677419354839,0.03225806451612903,0.45161290322580644
20,3,11.5,1.0,0.06451612903225806,0.532258064516129
20,9,14.5,0.8709677419354839,0.0,0.43548387096774194
20,3,11.5,0.9354838709677419,0.03225806451612903,0.48387096774193544
5,3,4.0,0.967741935483871,0.9354838709677419,0.9516129032258065
6,1,3.5,1.0,0.9032258064516129,0.9516129032258065
20,3,11.5,0.9354838709677419,0.03225806451612903,0.48387096774193544
20,5,12.5,0.9354838709677419,0.06451612903225806,0.5
3,1,2.0,1.0,0.9354838709677419,0.967741935483871
20,7,13.5,0.8709677419354839,0.1935483870967742,0.532258064516129
20,5,12.5,0.8709677419354839,0.0,0.43548387096774194
20,3,11.5,0.9354838709677419,0.16129032258064516,0.5483870967741935
20,3,11.5,0.9354838709677419,0.03225806451612903,0.48387096774193544
20,3,11.5,0.9354838709677419,0.0,0.46774193548387094
20,5,12.5,0.9354838709677419,0.0,0.46774193548387094
12,3,7.5,0.967741935483871,0.7096774193548387,0.8387096774193549
20,3,11.5,0.9354838709677419,0.0967741935483871,0.5161290322580645
3,1,2.0,1.0,0.9354838709677419,0.967741935483871
20,20,20.0,0.0967741935483871,0.06451612903225806,0.08064516129032258
20,3,11.5,0.967741935483871,0.03225806451612903,0.5
20,9,14.5,0.7741935483870968,0.03225806451612903,0.4032258064516129
2,1,1.5,1.0,0.967741935483871,0.9838709677419355
4,1,2.5,1.0,0.9354838709677419,0.967741935483871
20,3,11.5,0.9354838709677419,0.03225806451612903,0.48387096774193544
20,9,14.5,0.8387096774193549,0.12903225806451613,0.4838709677419355
20,20,20.0,0.06451612903225806,0.0,0.03225806451612903
20,20,20.0,0.0967741935483871,0.03225806451612903,0.06451612903225806
11,3,7.0,0.967741935483871,0.8709677419354839,0.9193548387096775
20,3,11.5,0.9354838709677419,0.03225806451612903,0.48387096774193544
20,20,20.0,0.0967741935483871,0.03225806451612903,0.06451612903225806
20,3,11.5,0.967741935483871,0.06451612903225806,0.5161290322580645
20,1,10.5,1.0,0.03225806451612903,0.5161290322580645
20,3,11.5,1.0,0.03225806451612903,0.5161290322580645
3,1,2.0,1.0,0.967741935483871,0.9838709677419355
20,20,20.0,0.0,0.0,0.0
16,1,8.5,1.0,0.5483870967741935,0.7741935483870968
1,1,1.0,1.0,1.0,1.0
1,1,1.0,1.0,1.0,1.0
20,20,20.0,0.06451612903225806,0.0,0.03225806451612903
20,1,10.5,1.0,0.0,0.5
20,6,13.0,0.9354838709677419,0.0967741935483871,0.5161290322580645
20,3,11.5,0.967741935483871,0.03225806451612903,0.5
1,1,1.0,1.0,1.0,1.0
8,1,4.5,1.0,0.8064516129032258,0.9032258064516129
20,20,20.0,0.0,0.0,0.0
20,20,20.0,0.22580645161290322,0.12903225806451613,0.1774193548387097
20,1,10.5,1.0,0.0967741935483871,0.5483870967741935
20,20,20.0,0.06451612903225806,0.03225806451612903,0.04838709677419355
7,1,4.0,1.0,0.8387096774193549,0.9193548387096775
20,20,20.0,0.12903225806451613,0.12903225806451613,0.12903225806451613
20,3,11.5,0.967741935483871,0.06451612903225806,0.5161290322580645
20,20,20.0,0.0967741935483871,0.0,0.04838709677419355
20,20,20.0,0.0967741935483871,0.0,0.04838709677419355
20,3,11.5,0.9354838709677419,0.03225806451612903,0.48387096774193544
3,1,2.0,1.0,1.0,1.0
4,3,3.5,0.967741935483871,0.9032258064516129,0.935483870967742
20,7,13.5,0.9032258064516129,0.03225806451612903,0.46774193548387094
20,3,11.5,0.967741935483871,0.06451612903225806,0.5161290322580645
20,20,20.0,0.12903225806451613,0.03225806451612903,0.08064516129032258
6,3,4.5,0.9354838709677419,0.9032258064516129,0.9193548387096774
11,5,8.0,0.8709677419354839,0.7096774193548387,0.7903225806451613
20,20,20.0,0.03225806451612903,0.0,0.016129032258064516
6,3,4.5,0.9354838709677419,0.9032258064516129,0.9193548387096774
20,20,20.0,0.06451612903225806,0.03225806451612903,0.04838709677419355
20,3,11.5,0.967741935483871,0.06451612903225806,0.5161290322580645
20,12,16.0,0.6774193548387096,0.0967741935483871,0.3870967741935484
20,5,12.5,0.9354838709677419,0.03225806451612903,0.48387096774193544
11,1,6.0,1.0,0.9032258064516129,0.9516129032258065
3,1,2.0,1.0,0.967741935483871,0.9838709677419355
3,3,3.0,0.9354838709677419,0.9354838709677419,0.9354838709677419
20,11,15.5,0.7096774193548387,0.06451612903225806,0.3870967741935484
20,3,11.5,1.0,0.0,0.5
20,6,13.0,0.9032258064516129,0.12903225806451613,0.5161290322580645
20,3,11.5,0.9354838709677419,0.0967741935483871,0.5161290322580645
6,3,4.5,0.9354838709677419,0.9032258064516129,0.9193548387096774
20,3,11.5,0.9354838709677419,0.0,0.46774193548387094
5,1,3.0,1.0,0.9354838709677419,0.967741935483871
1,1,1.0,1.0,1.0,1.0
20,1,10.5,1.0,0.0,0.5
20,3,11.5,0.967741935483871,0.0967741935483871,0.532258064516129
20,15,17.5,0.5806451612903226,0.0967741935483871,0.33870967741935487
5,3,4.0,0.9354838709677419,0.9032258064516129,0.9193548387096774
1,1,1.0,1.0,1.0,1.0
3,1,2.0,1.0,0.967741935483871,0.9838709677419355
3,1,2.0,1.0,0.967741935483871,0.9838709677419355
20,5,12.5,0.9354838709677419,0.03225806451612903,0.48387096774193544
5,1,3.0,1.0,0.9032258064516129,0.9516129032258065
5,1,3.0,1.0,0.9032258064516129,0.9516129032258065
20,1,10.5,1.0,0.06451612903225806,0.532258064516129
20,1,10.5,1.0,0.12903225806451613,0.564516129032258
20,8,14.0,0.7741935483870968,0.03225806451612903,0.4032258064516129
20,5,12.5,0.8709677419354839,0.12903225806451613,0.5
10,3,6.5,0.9354838709677419,0.7741935483870968,0.8548387096774193
20,5,12.5,0.9032258064516129,0.03225806451612903,0.46774193548387094
20,1,10.5,1.0,0.06451612903225806,0.532258064516129
20,20,20.0,0.0967741935483871,0.03225806451612903,0.06451612903225806
3,3,3.0,0.967741935483871,0.9354838709677419,0.9516129032258065
20,1,10.5,1.0,0.0967741935483871,0.5483870967741935
12,3,7.5,0.967741935483871,0.7096774193548387,0.8387096774193549
6,4,5.0,0.9354838709677419,0.9354838709677419,0.9354838709677419
20,20,20.0,0.0967741935483871,0.06451612903225806,0.08064516129032258
20,1,10.5,1.0,0.16129032258064516,0.5806451612903226
1,1,1.0,1.0,1.0,1.0
6,2,4.0,0.967741935483871,0.9032258064516129,0.935483870967742
3,3,3.0,0.967741935483871,0.967741935483871,0.967741935483871
3,1,2.0,1.0,0.9354838709677419,0.967741935483871
1,1,1.0,1.0,1.0,1.0
3,1,2.0,1.0,0.9354838709677419,0.967741935483871
20,1,10.5,1.0,0.06451612903225806,0.532258064516129
20,5,12.5,0.967741935483871,0.03225806451612903,0.5
3,2,2.5,0.967741935483871,0.967741935483871,0.967741935483871
20,5,12.5,0.9354838709677419,0.16129032258064516,0.5483870967741935
7,6,6.5,0.967741935483871,0.8709677419354839,0.9193548387096775
20,12,16.0,0.7419354838709677,0.12903225806451613,0.43548387096774194
1,1,1.0,1.0,1.0,1.0
20,7,13.5,0.8709677419354839,0.03225806451612903,0.45161290322580644
20,5,12.5,0.967741935483871,0.03225806451612903,0.5
20,1,10.5,1.0,0.03225806451612903,0.5161290322580645
20,3,11.5,0.967741935483871,0.0967741935483871,0.532258064516129
20,3,11.5,0.9354838709677419,0.0967741935483871,0.5161290322580645
3,1,2.0,1.0,0.9354838709677419,0.967741935483871
7,7,7.0,0.8709677419354839,0.8064516129032258,0.8387096774193548
20,1,10.5,1.0,0.03225806451612903,0.5161290322580645
1,1,1.0,1.0,1.0,1.0
3,3,3.0,0.967741935483871,0.9354838709677419,0.9516129032258065
