episodic_return,episode_length,total_steps
-18,20,2401
11,1,2402
9,3,2405
10,3,2408
7,5,2413
3,11,2424
8,5,2429
-19,20,2449
11,1,2450
9,5,2455
6,7,2462
-19,20,2482
9,3,2485
-17,20,2505
11,1,2506
10,5,2511
11,1,2512
11,5,2517
11,1,2518
8,5,2523
-20,20,2543
-18,20,2563
8,6,2569
-20,20,2589
11,1,2590
10,3,2593
-19,20,2613
9,3,2616
11,1,2617
11,1,2618
9,5,2623
11,1,2624
11,1,2625
8,5,2630
-20,20,2650
10,3,2653
11,1,2654
10,3,2657
11,1,2658
7,5,2663
10,3,2666
-17,20,2686
-16,20,2706
-16,20,2726
-20,20,2746
11,1,2747
11,1,2748
9,3,2751
10,5,2756
6,7,2763
-20,20,2783
-17,20,2803
9,5,2808
11,1,2809
10,3,2812
9,3,2815
-17,20,2835
10,3,2838
-18,20,2858
-14,20,2878
11,1,2879
9,5,2884
10,3,2887
11,1,2888
11,3,2891
10,3,2894
9,5,2899
10,3,2902
10,3,2905
-18,20,2925
-20,20,2945
11,1,2946
10,3,2949
11,1,2950
10,3,2953
8,7,2960
11,1,2961
10,3,2964
-19,20,2984
6,7,2991
10,3,2994
9,3,2997
7,7,3004
11,3,3007
7,9,3016
9,3,3019
9,3,3022
8,6,3028
-19,20,3048
9,5,3053
11,1,3054
7,7,3061
-20,20,3081
9,3,3084
-19,20,3104
9,3,3107
9,5,3112
10,3,3115
9,3,3118
9,3,3121
-17,20,3141
10,3,3144
4,9,3153
10,2,3155
11,1,3156
9,3,3159
-16,20,3179
-18,20,3199
-19,20,3219
10,3,3222
9,3,3225
-19,20,3245
10,3,3248
11,1,3249
11,3,3252
10,3,3255
-20,20,3275
11,1,3276
11,1,3277
11,1,3278
-18,20,3298
-20,20,3318
9,6,3324
10,3,3327
11,1,3328
11,1,3329
-20,20,3349
-16,20,3369
-17,20,3389
-19,20,3409
11,1,3410
-16,20,3430
10,3,3433
-17,20,3453
-20,20,3473
9,3,3476
11,3,3479
10,3,3482
8,7,3489
10,3,3492
-16,20,3512
9,3,3515
7,5,3520
-20,20,3540
9,3,3543
-19,20,3563
10,3,3566
-17,20,3586
9,5,3591
8,11,3602
10,3,3605
9,3,3608
-18,20,3628
11,3,3631
8,6,3637
9,3,3640
9,3,3643
9,3,3646
9,5,3651
11,1,3652
11,1,3653
-17,20,3673
-17,20,3693
9,3,3696
11,1,3697
10,3,3700
10,3,3703
9,5,3708
11,1,3709
11,1,3710
11,1,3711
-16,20,3731
-19,20,3751
7,5,3756
9,3,3759
-19,20,3779
11,1,3780
-19,20,3800
10,3,3803
11,1,3804
10,3,3807
9,4,3811
-18,20,3831
11,1,3832
11,1,3833
10,2,3835
10,3,3838
9,3,3841
11,1,3842
11,1,3843
-18,20,3863
10,5,3868
10,3,3871
9,5,3876
10,6,3882
-16,20,3902
11,1,3903
7,7,3910
10,5,3915
11,1,3916
10,3,3919
-17,20,3939
9,3,3942
5,7,3949
11,1,3950
11,1,3951
10,3,3954
-19,20,3974
10,3,3977
9,3,3980
11,1,3981
7,6,3987
10,4,3991
-17,20,4011
-19,20,4031
9,3,4034
-16,20,4054
10,5,4059
9,3,4062
-17,20,4082
-18,20,4102
10,3,4105
-16,20,4125
-19,20,4145
11,1,4146
9,3,4149
10,3,4152
-18,20,4172
10,5,4177
10,3,4180
11,1,4181
-2,19,4200
9,3,4203
-16,20,4223
10,3,4226
11,1,4227
11,3,4230
9,3,4233
10,3,4236
11,1,4237
11,1,4238
10,3,4241
11,1,4242
-20,20,4262
9,3,4265
9,3,4268
11,1,4269
8,4,4273
11,1,4274
11,1,4275
9,3,4278
11,1,4279
8,4,4283
10,3,4286
10,3,4289
10,3,4292
-17,20,4312
0,13,4325
9,3,4328
11,1,4329
9,4,4333
8,6,4339
11,1,4340
-20,20,4360
11,1,4361
9,3,4364
-20,20,4384
-17,20,4404
-19,20,4424
10,3,4427
10,3,4430
8,4,4434
-17,20,4454
-18,20,4474
11,3,4477
11,1,4478
-19,20,4498
-18,20,4518
11,1,4519
9,3,4522
8,5,4527
11,1,4528
11,1,4529
-20,20,4549
9,5,4554
9,3,4557
-19,20,4577
-18,20,4597
9,5,4602
10,2,4604
9,3,4607
9,3,4610
10,3,4613
-20,20,4633
9,3,4636
-20,20,4656
-20,20,4676
-19,20,4696
-18,20,4716
-20,20,4736
9,3,4739
10,2,4741
8,4,4745
-2,14,4759
9,3,4762
10,4,4766
11,5,4771
11,1,4772
11,1,4773
9,3,4776
11,1,4777
-20,20,4797
11,1,4798
-19,20,4818
10,3,4821
10,3,4824
-17,20,4844
10,3,4847
9,4,4851
10,2,4853
11,1,4854
10,3,4857
10,3,4860
11,3,4863
11,1,4864
11,1,4865
-17,20,4885
9,3,4888
-14,20,4908
10,3,4911
8,5,4916
-20,20,4936
11,1,4937
-18,20,4957
11,1,4958
-20,20,4978
11,1,4979
9,4,4983
-16,20,5003
7,7,5010
10,3,5013
8,4,5017
11,1,5018
9,3,5021
11,1,5022
11,1,5023
-17,20,5043
10,3,5046
11,1,5047
10,3,5050
11,3,5053
11,1,5054
11,1,5055
-19,20,5075
9,3,5078
10,3,5081
10,3,5084
-19,20,5104
-20,20,5124
11,3,5127
-18,20,5147
10,3,5150
11,1,5151
10,3,5154
8,5,5159
11,1,5160
11,1,5161
11,1,5162
11,1,5163
9,5,5168
11,1,5169
-17,20,5189
11,1,5190
11,3,5193
9,5,5198
11,1,5199
10,5,5204
10,3,5207
9,3,5210
11,3,5213
-20,20,5233
-17,20,5253
9,3,5256
11,1,5257
9,3,5260
11,1,5261
-20,20,5281
11,1,5282
9,3,5285
9,3,5288
-20,20,5308
10,3,5311
9,3,5314
11,1,5315
10,2,5317
-17,20,5337
-16,20,5357
9,3,5360
11,3,5363
10,3,5366
-19,20,5386
9,3,5389
11,1,5390
10,3,5393
9,5,5398
-20,20,5418
8,4,5422
10,5,5427
9,3,5430
8,5,5435
8,5,5440
8,4,5444
8,5,5449
-18,20,5469
11,1,5470
9,4,5474
-17,20,5494
-18,20,5514
9,3,5517
11,3,5520
10,5,5525
11,1,5526
-20,20,5546
11,1,5547
11,1,5548
10,5,5553
10,3,5556
11,1,5557
-18,20,5577
11,1,5578
11,1,5579
-20,20,5599
10,3,5602
9,3,5605
11,1,5606
10,3,5609
11,1,5610
8,5,5615
-19,20,5635
7,5,5640
10,5,5645
10,3,5648
10,3,5651
9,3,5654
-20,20,5674
-20,20,5694
11,1,5695
9,3,5698
-17,20,5718
11,1,5719
11,1,5720
-20,20,5740
11,1,5741
-17,20,5761
10,3,5764
-18,20,5784
-20,20,5804
-20,20,5824
11,3,5827
11,1,5828
-13,20,5848
9,3,5851
9,3,5854
10,3,5857
9,3,5860
-18,20,5880
9,3,5883
-18,20,5903
11,1,5904
10,3,5907
9,3,5910
9,3,5913
11,1,5914
10,3,5917
10,3,5920
11,1,5921
-18,20,5941
9,5,5946
9,4,5950
11,1,5951
11,1,5952
8,4,5956
11,1,5957
10,5,5962
11,1,5963
9,3,5966
10,3,5969
11,1,5970
10,3,5973
9,3,5976
11,1,5977
-20,20,5997
9,3,6000
10,3,6003
10,3,6006
8,4,6010
11,3,6013
9,4,6017
1,13,6030
-20,20,6050
-18,20,6070
11,1,6071
9,3,6074
7,8,6082
-1,14,6096
9,3,6099
9,3,6102
-15,20,6122
9,3,6125
9,3,6128
11,1,6129
10,3,6132
-19,20,6152
11,3,6155
-18,20,6175
-17,20,6195
-18,20,6215
9,5,6220
10,3,6223
11,1,6224
10,3,6227
11,3,6230
10,3,6233
7,5,6238
9,3,6241
-17,20,6261
-18,20,6281
8,4,6285
11,1,6286
9,3,6289
-18,20,6309
-18,20,6329
10,3,6332
-19,20,6352
8,4,6356
9,3,6359
11,1,6360
10,3,6363
-20,20,6383
9,4,6387
-19,20,6407
9,3,6410
10,3,6413
9,3,6416
11,1,6417
11,1,6418
11,1,6419
9,5,6424
9,3,6427
6,6,6433
-13,20,6453
9,5,6458
-18,20,6478
9,4,6482
9,3,6485
-20,20,6505
9,3,6508
-20,20,6528
11,1,6529
11,1,6530
9,7,6537
-16,20,6557
10,3,6560
11,1,6561
11,1,6562
6,9,6571
10,3,6574
11,1,6575
-17,20,6595
11,1,6596
10,3,6599
10,3,6602
10,3,6605
-17,20,6625
10,3,6628
9,3,6631
11,1,6632
11,1,6633
9,4,6637
9,4,6641
11,1,6642
11,1,6643
-20,20,6663
10,3,6666
-20,20,6686
8,5,6691
-17,20,6711
10,5,6716
9,3,6719
11,1,6720
11,1,6721
11,1,6722
9,4,6726
-20,20,6746
-16,20,6766
11,1,6767
-20,20,6787
9,3,6790
3,10,6800
10,3,6803
10,2,6805
11,3,6808
11,1,6809
6,9,6818
11,1,6819
10,3,6822
-20,20,6842
9,3,6845
11,1,6846
11,1,6847
11,3,6850
-17,20,6870
-20,20,6890
9,3,6893
11,1,6894
11,1,6895
10,3,6898
9,4,6902
-20,20,6922
9,4,6926
11,1,6927
9,3,6930
10,3,6933
11,3,6936
9,5,6941
10,3,6944
9,3,6947
10,5,6952
9,3,6955
-20,20,6975
11,1,6976
9,3,6979
10,3,6982
11,1,6983
9,3,6986
10,3,6989
11,1,6990
9,3,6993
11,1,6994
9,3,6997
8,4,7001
11,1,7002
9,3,7005
10,3,7008
-4,17,7025
-20,20,7045
11,1,7046
-4,19,7065
-17,20,7085
8,7,7092
10,3,7095
11,1,7096
9,3,7099
10,2,7101
9,3,7104
10,2,7106
9,5,7111
-20,20,7131
-20,20,7151
8,4,7155
11,1,7156
-20,20,7176
-17,20,7196
9,3,7199
11,1,7200
11,1,7201
11,3,7204
7,5,7209
-18,20,7229
9,3,7232
9,5,7237
11,1,7238
9,5,7243
11,1,7244
9,5,7249
10,3,7252
-17,20,7272
11,1,7273
9,3,7276
9,3,7279
10,3,7282
9,3,7285
10,5,7290
-20,20,7310
9,3,7313
8,4,7317
9,3,7320
10,3,7323
9,3,7326
11,1,7327
11,1,7328
11,1,7329
10,3,7332
10,5,7337
-17,20,7357
1,11,7368
-19,20,7388
-19,20,7408
9,3,7411
9,4,7415
10,3,7418
11,3,7421
10,3,7424
11,3,7427
10,3,7430
11,3,7433
11,1,7434
10,2,7436
11,1,7437
9,3,7440
10,3,7443
-20,20,7463
10,3,7466
8,7,7473
11,1,7474
10,3,7477
11,1,7478
-20,20,7498
11,1,7499
10,3,7502
11,1,7503
-20,20,7523
8,5,7528
-18,20,7548
11,1,7549
10,3,7552
10,3,7555
-17,20,7575
9,3,7578
11,3,7581
8,5,7586
11,1,7587
10,3,7590
11,1,7591
-17,20,7611
11,1,7612
-19,20,7632
10,2,7634
11,1,7635
9,3,7638
-17,20,7658
9,3,7661
-20,20,7681
9,3,7684
-20,20,7704
11,1,7705
9,3,7708
10,3,7711
9,3,7714
-20,20,7734
9,3,7737
-16,20,7757
-19,20,7777
10,3,7780
9,4,7784
-20,20,7804
9,3,7807
9,3,7810
11,1,7811
7,9,7820
-20,20,7840
11,1,7841
10,3,7844
10,3,7847
9,3,7850
-20,20,7870
11,3,7873
11,1,7874
-18,20,7894
9,4,7898
7,8,7906
10,3,7909
9,3,7912
9,3,7915
11,1,7916
10,3,7919
11,1,7920
11,1,7921
-20,20,7941
-20,20,7961
11,1,7962
11,1,7963
-17,20,7983
11,1,7984
10,3,7987
11,1,7988
-20,20,8008
10,3,8011
10,3,8014
11,3,8017
9,3,8020
7,5,8025
10,3,8028
10,3,8031
-15,20,8051
9,3,8054
9,3,8057
10,3,8060
9,3,8063
10,3,8066
11,1,8067
11,1,8068
11,1,8069
9,3,8072
8,4,8076
7,5,8081
11,1,8082
11,3,8085
9,3,8088
11,1,8089
9,3,8092
9,3,8095
7,8,8103
11,1,8104
9,3,8107
11,1,8108
-20,20,8128
-19,20,8148
11,1,8149
10,3,8152
11,1,8153
11,3,8156
10,5,8161
9,3,8164
9,3,8167
10,3,8170
11,1,8171
-16,20,8191
9,5,8196
6,7,8203
11,1,8204
8,6,8210
11,1,8211
11,1,8212
9,3,8215
10,3,8218
9,3,8221
10,3,8224
11,1,8225
10,3,8228
7,7,8235
11,3,8238
9,3,8241
9,3,8244
9,3,8247
11,1,8248
8,4,8252
11,1,8253
8,5,8258
9,3,8261
10,3,8264
9,3,8267
11,1,8268
11,1,8269
11,1,8270
10,3,8273
9,5,8278
10,3,8281
-19,20,8301
-17,20,8321
10,3,8324
10,3,8327
9,3,8330
11,1,8331
11,1,8332
10,3,8335
11,1,8336
11,1,8337
9,3,8340
11,1,8341
-15,20,8361
-16,20,8381
10,3,8384
9,3,8387
9,3,8390
10,3,8393
9,3,8396
11,1,8397
10,3,8400
10,3,8403
11,1,8404
10,3,8407
-15,20,8427
10,3,8430
10,3,8433
10,3,8436
9,3,8439
9,3,8442
-20,20,8462
9,3,8465
-18,20,8485
10,3,8488
5,9,8497
-17,20,8517
8,4,8521
10,3,8524
11,1,8525
9,3,8528
11,1,8529
10,3,8532
11,1,8533
11,1,8534
10,3,8537
-18,20,8557
11,1,8558
-16,20,8578
10,3,8581
10,3,8584
11,1,8585
9,3,8588
11,1,8589
9,3,8592
11,3,8595
10,3,8598
10,3,8601
11,1,8602
-17,20,8622
10,3,8625
11,1,8626
10,3,8629
10,5,8634
11,1,8635
10,3,8638
5,8,8646
10,2,8648
11,1,8649
11,1,8650
-17,20,8670
9,3,8673
10,3,8676
8,5,8681
10,3,8684
8,4,8688
10,3,8691
10,3,8694
5,10,8704
9,3,8707
-20,20,8727
9,3,8730
11,1,8731
10,2,8733
11,3,8736
11,1,8737
-19,20,8757
11,1,8758
10,5,8763
9,3,8766
9,3,8769
9,3,8772
10,3,8775
-19,20,8795
10,3,8798
9,3,8801
-18,20,8821
-20,20,8841
9,3,8844
11,3,8847
4,9,8856
11,1,8857
11,3,8860
-17,20,8880
10,3,8883
10,3,8886
-19,20,8906
9,5,8911
-19,20,8931
8,4,8935
9,3,8938
10,3,8941
10,3,8944
9,3,8947
9,3,8950
9,3,8953
-20,20,8973
11,1,8974
11,3,8977
-19,20,8997
10,3,9000
-20,20,9020
10,3,9023
10,3,9026
-19,20,9046
9,3,9049
11,1,9050
7,7,9057
-20,20,9077
9,3,9080
-19,20,9100
10,3,9103
10,3,9106
-20,20,9126
11,3,9129
9,3,9132
10,3,9135
11,1,9136
11,1,9137
9,3,9140
-18,20,9160
10,3,9163
9,3,9166
10,3,9169
9,6,9175
10,3,9178
11,1,9179
11,1,9180
10,3,9183
10,3,9186
9,3,9189
10,3,9192
10,3,9195
9,3,9198
7,7,9205
10,3,9208
9,3,9211
9,3,9214
11,1,9215
11,1,9216
10,3,9219
11,1,9220
9,3,9223
11,1,9224
-20,20,9244
9,3,9247
6,7,9254
9,5,9259
11,1,9260
8,5,9265
11,3,9268
9,4,9272
9,3,9275
-16,20,9295
10,3,9298
11,1,9299
9,3,9302
11,3,9305
9,3,9308
10,3,9311
5,9,9320
11,1,9321
9,4,9325
11,1,9326
10,2,9328
9,3,9331
10,3,9334
8,4,9338
-17,20,9358
-17,20,9378
11,1,9379
9,3,9382
10,3,9385
11,1,9386
9,3,9389
10,5,9394
10,3,9397
10,3,9400
11,1,9401
11,1,9402
11,1,9403
9,3,9406
9,3,9409
-15,20,9429
11,1,9430
10,3,9433
11,1,9434
10,3,9437
11,1,9438
10,3,9441
3,10,9451
-17,20,9471
10,3,9474
10,3,9477
10,3,9480
10,3,9483
11,1,9484
10,3,9487
-17,20,9507
11,3,9510
11,1,9511
9,3,9514
10,3,9517
11,3,9520
-19,20,9540
11,1,9541
9,3,9544
9,3,9547
11,1,9548
10,3,9551
-18,20,9571
9,3,9574
10,3,9577
11,1,9578
9,3,9581
10,3,9584
9,3,9587
11,1,9588
11,1,9589
-19,20,9609
10,3,9612
11,3,9615
9,3,9618
11,1,9619
-18,20,9639
11,1,9640
10,3,9643
9,3,9646
11,1,9647
10,4,9651
-17,20,9671
-16,20,9691
9,3,9694
11,1,9695
11,3,9698
10,3,9701
-16,20,9721
11,1,9722
9,3,9725
8,5,9730
-19,20,9750
-15,20,9770
-20,20,9790
10,3,9793
11,1,9794
10,3,9797
10,3,9800
10,3,9803
10,3,9806
10,3,9809
10,3,9812
-18,20,9832
-20,20,9852
9,3,9855
9,3,9858
9,3,9861
9,3,9864
9,3,9867
11,3,9870
10,3,9873
11,1,9874
11,1,9875
9,3,9878
9,3,9881
11,1,9882
11,1,9883
10,3,9886
11,1,9887
-18,20,9907
10,3,9910
10,3,9913
9,3,9916
11,1,9917
9,3,9920
9,3,9923
9,3,9926
9,3,9929
6,7,9936
7,5,9941
10,7,9948
9,3,9951
10,3,9954
9,3,9957
-17,20,9977
11,1,9978
11,1,9979
11,1,9980
10,3,9983
10,3,9986
