1,-7.34946442613962
2,-5
3,-5
4,-20.564481917552005
5,-6.931565452549316
6,-24.06268882685287
7,-20.01679023574049
8,-8
9,-18.371934568854694
10,-17.084133754099952
11,-18.080185918160524
12,-5
13,-20
14,-6
15,-17.3206279028063
16,-20
17,-17.553466879479906
18,-5.836183595770906
19,-6
20,-20
21,-5
22,-7.142709987085745
23,-5.29546325736798
24,-5
25,-13.336287193255625
26,-6
27,-5.793960442014104
28,-16.715109436466065
29,-20.927734855345346
30,-20.02911050634195
31,-5.556665942221423
32,-9
33,-15.09937369865905
34,-4.617596923171155
35,-19.123723588063864
36,10.88261360537933
37,-5.559983730367393
38,-5.6138370018245904
39,-16.826178249926635
40,-12.633226763288391
41,-15
42,-7.11173492257036
43,-5.9093312683471755
44,-19.49329977026767
45,-19.332466806918898
46,-19.618747473653595
47,-15.609874664000866
48,-4.242697688065353
49,-18.57682945124379
50,-6.250393160746732
51,-19.236349813450715
52,-18.98870303399721
53,-16.685816227003823
54,-5.266735778835058
55,-9.886082109127852
56,-5.796315650656179
57,-18.513259468178532
58,-17.5763261880472
59,-4.965143420690285
60,-2.728607041364706
61,-19.540154944174922
62,-2.9264896038959156
63,-5
64,-4.344562362867536
65,-14.347125604272167
66,-4.976280305485722
67,-4.533011670143267
68,-4.436422718482189
69,-20
70,-3.968445285659355
71,-4.155574925756008
72,-4.394616051581872
73,-4.194435217589195
74,-5
75,-9.771402476421049
76,-5
77,-18.875563823688587
78,-2.657069529795044
79,-4.705722822640693
80,-5
81,-8
82,-19.36289618156397
83,-3.5000652846578855
84,-2.7802432288673256
85,-5.551721047411325
86,-3.259920492496361
87,-5
88,-18.639237297713592
89,-7.1794983483215224
90,-7.843013809191115
91,-7.423441444993889
92,-20
93,-4.6621122594208275
94,-5.073088715303706
95,-13.343597051693969
96,-5
97,-5.93166739102596
98,-3.290648838926666
99,-3.6166230688624856
100,-20
101,-5
102,-5
103,-3.8449709120288356
104,-1.9251943805595744
105,-2.6596486236404857
106,-20
107,-6.178599980410789
108,-18.2223900417958
109,-15.323870957056311
110,-16.443879691667387
111,-6.277123677715435
112,-5.067296241819655
113,-4.575521959408784
114,-5
115,12.298095536347464
116,10
117,-3.5228823884266904
118,-5.152151418442787
119,-3.3976134436147687
120,-9.908905008212308
121,-4.227888805710232
122,-4.750344701223362
123,-4.141975918190771
124,-3.6899387329582582
125,-4.729897359729611
126,12.270991592111425
127,-3.038064128115339
128,-4.391649611968637
129,-2.6532637312064824
130,-5
131,-6
132,-6.118315727023706
133,-5
134,-5
135,-5.892243006961644
136,-5.609121585696765
137,-14.431184039537012
138,-3.0008471989228775
139,-10.663732204516217
140,10
141,7.411811055702186
142,-5
143,-10
144,-17.06707539106412
145,-3.269315594726418
146,-10.784882133801917
147,10
148,-6
149,-6.144068480103286
150,-1.8614519290555362
151,-4.881729521426473
152,-8
153,-5
154,-5.199904253998895
155,-5
156,-9.827341175772332
157,-5.380827355178898
158,-5
159,-4.714356796722753
160,-5
161,-4.826593243534447
162,-3.3058426900274065
163,-8.473684375971313
164,-19.759819613768656
165,-5
166,-4.068013793804005
167,-5.542257944488505
168,-20
169,-5
170,-20
171,-4.173549491108666
172,-5
173,-3.3004533120580954
174,-5
175,-5
176,-2.647539800547211
177,-5
178,-3.2953416815650947
179,-3.58605806919992
180,-4.621379765408444
181,-7.513814370460787
182,-3.939623112764946
183,-5
184,-3.936475634589499
185,-20
186,-3.497036941652718
187,-5.244588321072536
188,-14.244751393932622
189,-3.8150319787725233
190,-4.124919895248929
191,-6.495058794495428
192,-5.190579134853465
193,-5.3117792178737115
194,-11.773181981524573
195,-5
196,-3.465048866254039
197,-7.396768679906049
198,-5
199,-5
200,-5.415881783638728
201,-3.346262584858939
202,-3.805975004929773
203,-3.805968431953543
204,-20
205,-20
206,-5
207,-3.7151229428818056
208,-3.576789964570576
209,9.866723110237572
210,-20
211,-4.3674956078288085
212,-3.4488741157489926
213,-3.901336291120946
214,-5
215,-4.559421500963136
216,-5
217,-5
218,-18.65185143042456
219,-3.6010132805723405
220,-5
221,-4.175337437212953
222,-4.1006354545104715
223,-5
224,-4.895730000270687
225,-4.311700112254355
226,-3.1462219952177906
227,-5.6404782483827
228,-3.735351507790777
229,-4.664247962872084
230,9
231,-5.682181954367425
232,0.09203983407608973
233,7.985813487076715
234,-3.1662464049265324
235,-1.3865320236613394
236,-3.8416588350762746
237,-20
238,-6.392345196188701
239,-5
240,-6.756100618843243
241,-5.780318675803336
242,-6
243,-6
244,-2.3327737177388874
245,-3.32692000534038
246,-6
247,-3.034406968649678
248,-12.467245684150642
249,-9
250,-3.9821176950256105
251,-3.631722846073517
252,-5
253,-3.2737103161545704
254,-3.2105363709391592
255,10
256,-1.0602498725768985
257,-3.18090982282392
258,-5
259,-5
260,-5
261,-10.314921842467077
262,-4.227653300956276
263,-7.653065172977656
264,-2.5592058041550247
265,-3.8303473667747463
266,-7.205191987957596
267,-3.8281832453216227
268,-20
269,-5.356868762051097
270,-2.8799810147029734
271,-5
272,-2.763148721106648
273,-3.800908996373906
274,-5
275,12.98247828057048
276,10.537878459357938
277,-3.6334103191230183
278,-3.576615695370948
279,-1.577915328706741
280,-2.363061598517431
281,-3.5748193531902226
282,-5.75833020994609
283,10
284,-5.3434913905687464
285,-5
286,-5
287,-18.59807559365098
288,-3.2524636871409554
289,-6.36647685010191
290,-6.023465911876151
291,-5
292,-5.340441796522921
293,-4.342501197420765
294,10
295,-20
296,-5
297,-5
298,-5.129328244851054
299,-19.389661639961783
300,-2.282378193392999
301,-1.191569528224231
302,-5
303,-3.5543892964324133
304,-4.307571557385898
305,-3.1658472625795797
306,-19.37957282898794
307,-4.6498484948949645
308,-5
309,-3.682542561433668
