epochs,loss,accu
0,0.61371565,0.6223958333333334
1,0.7199296,0.6901041666666666
2,0.42183656,0.6380208333333334
3,1.0289674,0.7109375
4,0.7454459,0.7161458333333334
5,0.40595537,0.7161458333333334
6,0.5362817,0.7421875
7,0.7502928,0.75
8,0.254444,0.7708333333333334
9,0.8590896,0.78125
10,0.47927657,0.8046875
11,0.44838554,0.796875
12,0.2587113,0.8046875
13,0.13698074,0.8333333333333334
14,0.6349113,0.8098958333333334
15,0.25449905,0.8411458333333334
16,0.30534798,0.8359375
17,0.21223025,0.84375
18,0.15243222,0.8802083333333334
19,0.49356258,0.8619791666666666
20,0.13542178,0.8255208333333334
21,0.631105,0.9114583333333334
22,0.087566465,0.8932291666666666
23,0.24266273,0.9114583333333334
24,0.8826803,0.9010416666666666
25,0.17651817,0.9192708333333334
26,0.2678028,0.9348958333333334
27,0.085174024,0.9322916666666666
28,0.9359367,0.921875
29,0.21312886,0.9505208333333334
30,0.22740772,0.9401041666666666
31,0.015852066,0.9453125
32,0.2641652,0.9635416666666666
33,0.708538,0.9739583333333334
34,0.011110275,0.9635416666666666
35,0.29993153,0.9583333333333334
36,0.041923612,0.9375
37,0.01886863,0.9635416666666666
38,0.08663731,0.9713541666666666
39,0.08118811,0.9713541666666666
40,0.38124436,0.9635416666666666
41,0.015143365,0.9635416666666666
42,0.40463457,0.9817708333333334
43,0.0054132342,0.96875
44,0.029487139,0.984375
45,0.14215311,0.9895833333333334
46,0.07866726,0.9817708333333334
47,0.017038481,0.9869791666666666
48,0.051955808,0.9817708333333334
49,0.069285765,0.9739583333333334
50,0.0076913964,0.9713541666666666
51,0.031673986,0.9947916666666666
52,0.08404805,0.9947916666666666
53,0.23395249,0.9947916666666666
54,0.11550245,0.9921875
55,0.025843905,0.9921875
56,0.03876609,0.9895833333333334
57,0.0042432975,0.9817708333333334
58,0.030462943,0.984375
59,0.041393064,0.9947916666666666
60,0.0005676984,0.9947916666666666
61,0.025777735,0.9947916666666666
62,0.0020915873,0.9947916666666666
63,0.012471576,0.9921875
64,0.21696068,0.9921875
65,0.0013948537,0.9895833333333334
