x_o,y_o,x_h,y_h,yaw_h,success
0.04284009540134459,0.5637210096934864,0.5,0.0,0.0,0.0
0.9224973508989135,-0.2725701275596122,0.5,0.0,0.0,1.0
0.6476722579468112,-0.10655252907745472,0.5,0.0,0.0,0.0
0.04392876177111349,0.46430016048678846,0.5,0.0,0.0,0.0
0.5860796630960567,-0.14224193573692134,0.5,0.0,0.0,0.0
0.2677905378978196,-0.6184018219826675,0.5,0.0,0.0,0.0
0.10655812060467762,0.18023395958200839,0.5,0.0,0.0,1.0
0.9039232944083729,0.7655013773578192,0.5,0.0,0.0,0.0
0.7036743407488728,0.8375949043852018,0.5,0.0,0.0,0.0
0.7227479381781856,0.8492027715923207,0.5,0.0,0.0,0.0
0.5984469368418266,0.8989371040721574,0.5,0.0,0.0,0.0
0.8227121029188442,0.42243766482853995,0.5,0.0,0.0,1.0
0.12816119260811376,0.15401108629702231,0.5,0.0,0.0,0.0
0.051560785441265744,0.4464149627557057,0.5,0.0,0.0,0.0
0.6156201971464151,0.8087043424951046,0.5,0.0,0.0,1.0
0.6527737140527848,0.11418148744528733,0.5,0.0,0.0,1.0
0.1039947330229628,0.07437453769975155,0.5,0.0,0.0,0.0
0.46782798168830575,0.5826743398012679,0.5,0.0,0.0,1.0
0.7429651408083067,0.4714969752330995,0.5,0.0,0.0,1.0
0.42876390568254996,-0.5981791728748374,0.5,0.0,0.0,1.0
0.9649538050807835,-0.40007391235240797,0.5,0.0,0.0,0.0
0.4921074317937224,-0.30565403413079517,0.5,0.0,0.0,0.0
0.8839170148177121,0.4926919518872863,0.5,0.0,0.0,0.0
0.06651298539307116,0.7503578402824327,0.5,0.0,0.0,0.0
0.13517727072482355,-0.8291407025038131,0.5,0.0,0.0,0.0
0.7714833666892623,-0.07342034961218191,0.5,0.0,0.0,1.0
0.2380465939683839,-0.520278628678734,0.5,0.0,0.0,0.0
0.40570312677137743,-0.1419024400135218,0.5,0.0,0.0,0.0
0.8345587075346897,-0.5539630094362038,0.5,0.0,0.0,1.0
0.17999821037475572,-0.17792967850900254,0.5,0.0,0.0,1.0
0.34122745331285176,0.12216290055397372,0.5,0.0,0.0,0.0
0.5001793533140578,0.6915642918111453,0.5,0.0,0.0,0.0
0.9641770116734532,-0.6966369753312192,0.5,0.0,0.0,0.0
0.2577299447336048,0.2722287663384575,0.5,0.0,0.0,0.0
0.8213677957536968,-0.15302684483760043,0.5,0.0,0.0,1.0
0.43709694518951125,-0.9619526426507348,0.5,0.0,0.0,0.0
0.31385152716295217,-0.7517187642649317,0.5,0.0,0.0,0.0
0.042398902833784446,-0.9762094563489851,0.5,0.0,0.0,0.0
0.42389707237126006,0.44508759599442294,0.5,0.0,0.0,0.0
0.4120121288837646,-0.49329581227308017,0.5,0.0,0.0,0.0
