episode_return,episode_length,total_steps
-20,20,12778
-20,20,12798
-20,20,12818
-20,20,12838
-20,20,12858
-20,20,12878
2,8,12886
-20,20,12906
6,4,12910
-20,20,12930
-20,20,12950
-20,20,12970
7,3,12973
-20,20,12993
-20,20,13013
5,5,13018
-20,20,13038
-20,20,13058
-20,20,13078
-6,16,13094
-20,20,13114
-20,20,13134
-20,20,13154
-20,20,13174
-20,20,13194
0,10,13204
-20,20,13224
-20,20,13244
6,4,13248
8,2,13250
1,9,13259
-20,20,13279
-20,20,13299
-7,7,13306
-20,20,13326
-14,14,13340
-2,12,13352
-20,20,13372
-20,20,13392
-20,20,13412
-16,16,13428
-20,20,13448
-20,20,13468
-20,20,13488
6,4,13492
5,5,13497
-2,12,13509
-20,20,13529
-20,20,13549
-20,20,13569
-20,20,13589
8,2,13591
-20,20,13611
-2,12,13623
-20,20,13643
-20,20,13663
-20,20,13683
-20,20,13703
-20,20,13723
-9,19,13742
-20,20,13762
-11,11,13773
-7,17,13790
-20,20,13810
9,1,13811
-20,20,13831
-10,10,13841
-20,20,13861
-20,20,13881
-6,16,13897
-20,20,13917
-20,20,13937
-20,20,13957
6,4,13961
-20,20,13981
-20,20,14001
-20,20,14021
0,10,14031
8,2,14033
-12,12,14045
-20,20,14065
-20,20,14085
-20,20,14105
5,5,14110
-20,20,14130
-9,9,14139
4,6,14145
-20,20,14165
-20,20,14185
7,3,14188
-20,20,14208
-20,20,14228
3,7,14235
-20,20,14255
-20,20,14275
-20,20,14295
-20,20,14315
-20,20,14335
-20,20,14355
-20,20,14375
-20,20,14395
-20,20,14415
-20,20,14435
-20,20,14455
-20,20,14475
-20,20,14495
-20,20,14515
-20,20,14535
-8,18,14553
-20,20,14573
-20,20,14593
-20,20,14613
-3,13,14626
-20,20,14646
-20,20,14666
-20,20,14686
-20,20,14706
-20,20,14726
5,5,14731
-20,20,14751
-20,20,14771
-20,20,14791
-20,20,14811
-20,20,14831
-20,20,14851
-20,20,14871
3,7,14878
-20,20,14898
-20,20,14918
-20,20,14938
3,7,14945
-20,20,14965
-20,20,14985
-20,20,15005
-20,20,15025
7,3,15028
-20,20,15048
-20,20,15068
-20,20,15088
-20,20,15108
0,10,15118
-20,20,15138
5,5,15143
-4,14,15157
-20,20,15177
-5,15,15192
9,1,15193
-20,20,15213
-20,20,15233
-5,15,15248
-20,20,15268
9,1,15269
-20,20,15289
-14,14,15303
-20,20,15323
-20,20,15343
-20,20,15363
-3,13,15376
-2,12,15388
9,1,15389
-15,15,15404
-20,20,15424
-20,20,15444
-2,12,15456
2,8,15464
-20,20,15484
-20,20,15504
3,7,15511
-8,18,15529
-20,20,15549
-20,20,15569
-20,20,15589
-20,20,15609
-20,20,15629
-20,20,15649
-2,2,15651
-20,20,15671
-20,20,15691
-2,12,15703
4,6,15709
-17,17,15726
-20,20,15746
-9,9,15755
7,3,15758
-20,20,15778
-20,20,15798
-20,20,15818
-20,20,15838
-20,20,15858
-20,20,15878
-20,20,15898
-20,20,15918
-20,20,15938
-20,20,15958
-20,20,15978
-20,20,15998
-20,20,16018
-20,20,16038
-10,10,16048
-20,20,16068
1,9,16077
-20,20,16097
-20,20,16117
-20,20,16137
-6,6,16143
-20,20,16163
-20,20,16183
-20,20,16203
4,6,16209
-20,20,16229
-20,20,16249
7,3,16252
-20,20,16272
-20,20,16292
-3,13,16305
-20,20,16325
-20,20,16345
-20,20,16365
-20,20,16385
-20,20,16405
3,7,16412
-20,20,16432
-20,20,16452
-20,20,16472
-20,20,16492
-20,20,16512
-20,20,16532
-20,20,16552
9,1,16553
-20,20,16573
-20,20,16593
-20,20,16613
-20,20,16633
-20,20,16653
-20,20,16673
9,1,16674
-20,20,16694
3,7,16701
-20,20,16721
-20,20,16741
-20,20,16761
-20,20,16781
-20,20,16801
-20,20,16821
-20,20,16841
-20,20,16861
-4,14,16875
-20,20,16895
-20,20,16915
-20,20,16935
-20,20,16955
5,5,16960
-20,20,16980
-20,20,17000
-20,20,17020
-20,20,17040
2,8,17048
-20,20,17068
-20,20,17088
-20,20,17108
-20,20,17128
-20,20,17148
-8,8,17156
-20,20,17176
-20,20,17196
-20,20,17216
-20,20,17236
-7,17,17253
2,8,17261
-20,20,17281
-7,17,17298
-20,20,17318
9,1,17319
8,2,17321
-20,20,17341
-20,20,17361
-20,20,17381
-20,20,17401
-20,20,17421
5,5,17426
4,6,17432
-20,20,17452
-20,20,17472
-20,20,17492
-20,20,17512
-20,20,17532
-20,20,17552
-8,8,17560
8,2,17562
-20,20,17582
-20,20,17602
-20,20,17622
-7,17,17639
-20,20,17659
2,8,17667
-20,20,17687
9,1,17688
0,10,17698
4,6,17704
4,6,17710
9,1,17711
-1,1,17712
3,7,17719
9,1,17720
-20,20,17740
-1,1,17741
-20,20,17761
-20,20,17781
-20,20,17801
-20,20,17821
-20,20,17841
-6,16,17857
-20,20,17877
0,10,17887
-20,20,17907
9,1,17908
-20,20,17928
4,6,17934
-20,20,17954
-20,20,17974
9,1,17975
-20,20,17995
-20,20,18015
-20,20,18035
-20,20,18055
-20,20,18075
-20,20,18095
-20,20,18115
7,3,18118
-20,20,18138
-7,17,18155
-20,20,18175
-20,20,18195
-20,20,18215
-9,19,18234
-3,13,18247
8,2,18249
-6,16,18265
-8,8,18273
-20,20,18293
3,7,18300
-20,20,18320
-20,20,18340
-20,20,18360
-20,20,18380
5,5,18385
7,3,18388
-20,20,18408
-20,20,18428
-20,20,18448
-20,20,18468
-20,20,18488
-20,20,18508
-20,20,18528
-20,20,18548
-20,20,18568
6,4,18572
-20,20,18592
-20,20,18612
-12,12,18624
5,5,18629
-20,20,18649
-7,17,18666
-20,20,18686
-20,20,18706
-20,20,18726
5,5,18731
-4,14,18745
2,8,18753
5,5,18758
-3,3,18761
-20,20,18781
6,4,18785
-6,16,18801
2,8,18809
6,4,18813
7,3,18816
-3,3,18819
-2,12,18831
-20,20,18851
-20,20,18871
-20,20,18891
-2,12,18903
-6,16,18919
-20,20,18939
-20,20,18959
-20,20,18979
-20,20,18999
-20,20,19019
-20,20,19039
-20,20,19059
-20,20,19079
-20,20,19099
-4,14,19113
1,9,19122
4,6,19128
-20,20,19148
-20,20,19168
-20,20,19188
-20,20,19208
-7,7,19215
-4,4,19219
-20,20,19239
8,2,19241
-6,6,19247
-20,20,19267
-20,20,19287
2,8,19295
-20,20,19315
-20,20,19335
-20,20,19355
-20,20,19375
-20,20,19395
-1,11,19406
-20,20,19426
-20,20,19446
-20,20,19466
-20,20,19486
8,2,19488
-20,20,19508
-20,20,19528
-20,20,19548
-20,20,19568
-20,20,19588
-4,14,19602
3,7,19609
-8,18,19627
-20,20,19647
-20,20,19667
-20,20,19687
9,1,19688
1,9,19697
5,5,19702
-20,20,19722
-20,20,19742
2,8,19750
-20,20,19770
-20,20,19790
-20,20,19810
-20,20,19830
-20,20,19850
-20,20,19870
-20,20,19890
-20,20,19910
-17,17,19927
-20,20,19947
-1,11,19958
-20,20,19978
-20,20,19998
-20,20,20018
2,8,20026
-12,12,20038
4,6,20044
-20,20,20064
-20,20,20084
-9,9,20093
-20,20,20113
-10,20,20133
-20,20,20153
4,6,20159
-3,13,20172
-20,20,20192
-14,14,20206
-20,20,20226
-1,11,20237
-2,2,20239
-20,20,20259
-20,20,20279
-20,20,20299
-20,20,20319
-20,20,20339
-20,20,20359
-20,20,20379
-20,20,20399
9,1,20400
-12,12,20412
-20,20,20432
9,1,20433
-20,20,20453
-20,20,20473
-2,12,20485
-20,20,20505
-20,20,20525
-20,20,20545
-20,20,20565
-20,20,20585
-11,11,20596
3,7,20603
-20,20,20623
-20,20,20643
-20,20,20663
-20,20,20683
-18,18,20701
-20,20,20721
-20,20,20741
-20,20,20761
-20,20,20781
-1,11,20792
-20,20,20812
-20,20,20832
8,2,20834
-6,16,20850
-20,20,20870
-20,20,20890
-20,20,20910
-20,20,20930
-20,20,20950
-20,20,20970
9,1,20971
-8,18,20989
-7,17,21006
6,4,21010
-3,13,21023
-20,20,21043
-20,20,21063
-20,20,21083
-20,20,21103
3,7,21110
-20,20,21130
-20,20,21150
-20,20,21170
1,9,21179
-20,20,21199
-20,20,21219
-3,3,21222
-20,20,21242
-20,20,21262
-20,20,21282
-20,20,21302
-11,11,21313
-20,20,21333
-20,20,21353
-20,20,21373
2,8,21381
-20,20,21401
-7,17,21418
-2,12,21430
-10,20,21450
-20,20,21470
5,5,21475
1,9,21484
-20,20,21504
-4,14,21518
-1,1,21519
-20,20,21539
-20,20,21559
1,9,21568
-20,20,21588
6,4,21592
-20,20,21612
-20,20,21632
-3,3,21635
-20,20,21655
-20,20,21675
9,1,21676
-20,20,21696
-20,20,21716
-20,20,21736
-20,20,21756
4,6,21762
-20,20,21782
-20,20,21802
-18,18,21820
8,2,21822
-20,20,21842
7,3,21845
-20,20,21865
-20,20,21885
-20,20,21905
3,7,21912
-20,20,21932
-1,11,21943
-20,20,21963
-8,18,21981
-20,20,22001
-20,20,22021
4,6,22027
8,2,22029
-20,20,22049
-20,20,22069
-20,20,22089
-20,20,22109
9,1,22110
-20,20,22130
-20,20,22150
-20,20,22170
2,8,22178
-20,20,22198
6,4,22202
-20,20,22222
-20,20,22242
1,9,22251
2,8,22259
-6,6,22265
-3,13,22278
-20,20,22298
-6,16,22314
-20,20,22334
-19,19,22353
-20,20,22373
-8,8,22381
9,1,22382
2,8,22390
-3,13,22403
-20,20,22423
-2,12,22435
-20,20,22455
7,3,22458
-3,13,22471
4,6,22477
-20,20,22497
0,10,22507
-20,20,22527
-20,20,22547
7,3,22550
-20,20,22570
-20,20,22590
9,1,22591
8,2,22593
-20,20,22613
-20,20,22633
7,3,22636
-20,20,22656
6,4,22660
-20,20,22680
4,6,22686
-1,11,22697
-20,20,22717
-20,20,22737
-20,20,22757
-20,20,22777
-5,15,22792
-7,17,22809
-20,20,22829
-20,20,22849
-20,20,22869
-20,20,22889
-20,20,22909
-20,20,22929
0,10,22939
-20,20,22959
-2,2,22961
-20,20,22981
-20,20,23001
-20,20,23021
-20,20,23041
0,10,23051
-20,20,23071
-20,20,23091
-18,18,23109
-20,20,23129
-4,14,23143
-20,20,23163
-20,20,23183
-20,20,23203
2,8,23211
-20,20,23231
-20,20,23251
-20,20,23271
-20,20,23291
-2,12,23303
3,7,23310
-20,20,23330
-20,20,23350
-20,20,23370
6,4,23374
-20,20,23394
-20,20,23414
9,1,23415
-20,20,23435
-20,20,23455
-12,12,23467
-20,20,23487
-20,20,23507
-2,2,23509
-20,20,23529
0,10,23539
-20,20,23559
-20,20,23579
-20,20,23599
-20,20,23619
-2,12,23631
-20,20,23651
-20,20,23671
-20,20,23691
-20,20,23711
-20,20,23731
-20,20,23751
-20,20,23771
2,8,23779
-4,14,23793
1,9,23802
-20,20,23822
-3,13,23835
-20,20,23855
-20,20,23875
-20,20,23895
-5,15,23910
0,10,23920
-6,16,23936
-20,20,23956
-16,16,23972
3,7,23979
-20,20,23999
-1,11,24010
-20,20,24030
-20,20,24050
-8,8,24058
-20,20,24078
-2,12,24090
3,7,24097
-20,20,24117
-20,20,24137
-20,20,24157
-20,20,24177
-15,15,24192
-20,20,24212
8,2,24214
-20,20,24234
8,2,24236
-20,20,24256
-20,20,24276
-20,20,24296
-20,20,24316
-20,20,24336
4,6,24342
-20,20,24362
-20,20,24382
-20,20,24402
7,3,24405
-9,19,24424
-20,20,24444
-20,20,24464
0,10,24474
-8,18,24492
5,5,24497
-20,20,24517
-20,20,24537
-20,20,24557
3,7,24564
4,6,24570
-20,20,24590
-20,20,24610
-20,20,24630
-20,20,24650
-6,6,24656
-10,20,24676
-20,20,24696
-20,20,24716
-1,1,24717
6,4,24721
-16,16,24737
-20,20,24757
