loss_up,loss_low,loss_center,accu_up,accu_low,accu_center
1.3416903,0.51601255,0.8238061666666666,0.6223958333333334,0.6223958333333334,0.6223958333333334
0.7199296,0.30941293,0.5120642566666666,0.7161458333333334,0.6223958333333334,0.6762152777777778
0.71745336,0.32671547,0.48866846333333336,0.6953125,0.6380208333333334,0.6762152777777778
1.0289674,0.6438383,0.8156334466666667,0.71875,0.7109375,0.7152777777777778
0.7454459,0.36169642,0.5966324733333334,0.7369791666666666,0.7161458333333334,0.7248263888888888
0.65496165,0.40595537,0.5095814866666667,0.7526041666666666,0.7161458333333334,0.7282986111111112
0.5362817,0.24170905,0.36595186333333335,0.7421875,0.7213541666666666,0.7317708333333334
0.7502928,0.21252619,0.4556555566666667,0.765625,0.7473958333333334,0.7543402777777778
1.0458374,0.254444,0.7204962166666666,0.7786458333333334,0.7526041666666666,0.7673611111111112
0.8590896,0.49387655,0.7288966833333334,0.7838541666666666,0.7604166666666666,0.775173611111111
0.5975096,0.47927657,0.5226085233333334,0.8046875,0.7578125,0.7786458333333334
0.44838554,0.34935898,0.4112093399999999,0.8046875,0.7942708333333334,0.7986111111111112
0.5242137,0.25023478,0.3443865933333334,0.8229166666666666,0.7838541666666666,0.8038194444444443
0.77143455,0.13698074,0.39855571666666667,0.8333333333333334,0.7994791666666666,0.8159722222222222
0.6905867,0.5142062,0.6132347333333333,0.8515625,0.765625,0.8090277777777778
0.853771,0.25449905,0.4870855,0.8619791666666666,0.8411458333333334,0.8489583333333334
0.36962277,0.16412556,0.27969877,0.8489583333333334,0.8307291666666666,0.8385416666666666
0.32293075,0.21223025,0.2823851433333333,0.8541666666666666,0.7734375,0.8237847222222222
0.4836311,0.15243222,0.31103235,0.8802083333333334,0.8177083333333334,0.8524305555555557
0.49356258,0.17556688,0.30545453666666667,0.8802083333333334,0.8619791666666666,0.8680555555555555
0.35642517,0.13542178,0.24395259333333333,0.9114583333333334,0.8255208333333334,0.8671875
0.70560324,0.19562192,0.51077672,0.9114583333333334,0.8671875,0.888888888888889
0.1719182,0.087566465,0.14311963833333333,0.90625,0.8723958333333334,0.890625
0.44238982,0.24266273,0.32980486000000003,0.9114583333333334,0.8489583333333334,0.8871527777777778
0.8826803,0.2798353,0.4998388766666666,0.9166666666666666,0.8880208333333334,0.9019097222222222
0.3017788,0.12031851,0.19953849333333337,0.9479166666666666,0.875,0.9140625
0.5859978,0.10570209,0.31983423,0.9427083333333334,0.8671875,0.9149305555555557
0.66401196,0.085174024,0.39081152799999996,0.9375,0.90625,0.9253472222222222
0.9359367,0.20106442,0.5205083866666667,0.9348958333333334,0.9088541666666666,0.921875
0.29473075,0.21312886,0.25047877,0.9609375,0.9088541666666666,0.9401041666666666
0.22740772,0.070986375,0.12869956833333332,0.9609375,0.9010416666666666,0.9340277777777777
0.35495728,0.015852066,0.22870624199999998,0.9583333333333334,0.9244791666666666,0.9427083333333334
0.2739914,0.18321262,0.24045640666666665,0.9713541666666666,0.9244791666666666,0.953125
0.708538,0.07048742,0.32199733999999997,0.9739583333333334,0.9166666666666666,0.9487847222222222
0.6038515,0.011110275,0.2413127403333333,0.9713541666666666,0.9401041666666666,0.9583333333333334
0.29993153,0.06261375,0.19669052666666667,0.9713541666666666,0.9375,0.9557291666666666
0.11562198,0.004990633,0.05417874166666667,0.9791666666666666,0.9375,0.9513888888888888
0.83708453,0.01886863,0.4223495866666667,0.9791666666666666,0.9244791666666666,0.9557291666666666
0.5456334,0.009595112,0.21395527400000003,0.9817708333333334,0.9557291666666666,0.9696180555555555
0.15067066,0.0046075927,0.0788221209,0.9765625,0.953125,0.9670138888888888
0.38124436,0.060870294,0.20279804466666665,0.9791666666666666,0.9505208333333334,0.9644097222222222
0.06342176,0.015143365,0.03916516666666667,0.9739583333333334,0.9479166666666666,0.9618055555555555
0.40463457,0.011655811,0.17894900866666666,0.9817708333333334,0.9322916666666666,0.9644097222222222
0.38216883,0.0054132342,0.15895295473333335,0.9791666666666666,0.9635416666666666,0.970486111111111
0.029487139,0.0042925347,0.0144854549,0.984375,0.9557291666666666,0.9739583333333334
0.14215311,0.029078133,0.101182471,0.9895833333333334,0.9609375,0.9800347222222223
0.29814672,0.036141027,0.137651669,0.9921875,0.96875,0.9809027777777778
0.5708803,0.017038481,0.21008366233333334,0.9895833333333334,0.9739583333333334,0.9835069444444445
0.051955808,0.03428945,0.040969332666666664,0.9817708333333334,0.9765625,0.9800347222222223
0.069285765,0.05837997,0.06252269933333333,0.9921875,0.9739583333333334,0.9809027777777778
0.2679556,0.0076913964,0.10141300213333333,0.9895833333333334,0.9713541666666666,0.9782986111111112
0.79450095,0.031191196,0.28578871066666667,0.9947916666666666,0.9661458333333334,0.9835069444444445
0.20905711,0.07344215,0.12218243666666666,0.9947916666666666,0.9739583333333334,0.9869791666666666
0.30214944,0.015289048,0.1837969926666667,0.9947916666666666,0.9739583333333334,0.9852430555555555
0.20434363,0.11550245,0.16392691,0.9921875,0.9791666666666666,0.984375
0.17419496,0.004895693,0.06831151933333333,0.9921875,0.9765625,0.9852430555555555
0.9318531,0.0048216786,0.3251469562,0.9895833333333334,0.9713541666666666,0.9817708333333334
0.5378319,0.0042432975,0.18274554776666666,0.9817708333333334,0.9765625,0.9791666666666666
0.20550402,0.030462943,0.09042587433333334,0.9947916666666666,0.984375,0.9895833333333334
0.4745877,0.00076787476,0.17224954625333333,0.9947916666666666,0.984375,0.9895833333333334
0.013691428,0.0005676984,0.006293387266666666,0.9947916666666666,0.9505208333333334,0.9782986111111112
0.071085945,0.014165267,0.037009649,0.9947916666666666,0.984375,0.9904513888888888
0.0024194804,0.0020326846,0.002181250766666667,0.9947916666666666,0.9869791666666666,0.9913194444444443
0.08322638,0.011417424,0.03570512666666667,0.9947916666666666,0.9921875,0.9930555555555555
0.21696068,0.014433121,0.10314778699999999,0.9947916666666666,0.9765625,0.9878472222222222
0.12201066,0.0013948537,0.04567587223333334,0.9895833333333334,0.9739583333333334,0.9835069444444445
0.100523874,0.00050981675,0.034360663683333334,0.9947916666666666,0.9765625,0.9869791666666666
0.02754413,0.0019991254,0.014578327466666666,0.9921875,0.984375,0.9895833333333334
0.02373238,0.0012275119,0.013756067299999999,0.9921875,0.9921875,0.9921875
0.023317963,0.0026650147,0.0106016459,0.9921875,0.9869791666666666,0.9904513888888888
0.0608289,0.02802617,0.045485517999999996,0.9947916666666666,0.9869791666666666,0.9921875
0.16500045,0.006301981,0.061421266333333335,0.9895833333333334,0.9583333333333334,0.9791666666666666
0.121787265,0.004690123,0.052765142666666674,0.9947916666666666,0.9661458333333334,0.9826388888888888
0.017610444,0.00580054,0.011311062500000002,0.9947916666666666,0.9921875,0.9930555555555555
0.067263775,0.0029934933,0.029142783766666666,0.9947916666666666,0.9895833333333334,0.9930555555555555
0.208975,0.0033093635,0.0734066775,0.9947916666666666,0.9895833333333334,0.9930555555555555
0.25841007,0.00044499632,0.09445794544000001,0.9947916666666666,0.9921875,0.993923611111111
0.15137658,0.0002417696,0.07145400986666667,0.9947916666666666,0.9817708333333334,0.9904513888888888
0.02400682,0.0006104553,0.008515602643333333,0.9947916666666666,0.984375,0.9904513888888888
0.0041871155,0.0004357653,0.0021720480333333333,0.9947916666666666,0.9869791666666666,0.9913194444444443
0.28850508,0.0009889748,0.10072757526666666,0.9947916666666666,0.9895833333333334,0.9930555555555555
1.0650841,0.0049143913,0.36562355976666666,0.9947916666666666,0.9921875,0.9930555555555555
0.06926117,0.0005059699,0.0307472453,0.9947916666666666,0.9817708333333334,0.9895833333333334
