x_o,y_o,x_g,y_g,success
0.5927538740105034,0.03344904626431388,0.6935916087576717,-0.23,1.0
0.496614977626764,-0.047231237227571166,0.5642092836147388,-0.23,1.0
0.4435078520382491,-0.053573664814248446,0.5059044886171136,0.23,1.0
0.6652988457729343,-0.0029236807618991463,0.5714346219278903,-0.23,1.0
0.42129270873933244,-0.07177622602347998,0.5640547919905305,0.23,1.0
0.38714952877984743,-0.15143818991334784,0.5341399576132893,0.23,1.0
0.4508847407638422,-0.1638930590476697,0.41873303383525573,-0.23,1.0
0.4779437204500623,-0.009599820524426391,0.7462410555197023,-0.23,1.0
0.49812011941077294,-0.06661924358048536,0.3076912131377679,0.23,1.0
0.3421337358064362,0.14458931800530328,0.3817754425088868,0.23,1.0
0.4036902832417416,0.040382918927114805,0.5763509430218738,0.23,0.0
0.3098449756683526,0.17649175075255058,0.30327726193042137,0.23,0.0
0.5479469230769705,0.13233171369325192,0.7166668055175844,0.23,1.0
0.3410061502910891,-0.04179229300258962,0.3616524074231491,-0.23,1.0
0.6055614321823031,-0.13107504742089685,0.5894272680919113,-0.23,1.0
0.4546547303470286,-0.005243183520972439,0.3169143972285382,0.23,1.0
0.5975707527682764,0.03313749136520454,0.5471729667643273,0.23,1.0
0.5632082975521352,-0.17703816835001224,0.7260721485245474,-0.23,1.0
0.30044560473617016,-0.18782780707728533,0.6738649017452695,-0.23,0.0
0.6530082010576462,0.1717767432701434,0.45283025057079734,-0.23,0.0
0.4564999522112746,-0.08235255172158364,0.2633236030716369,0.23,0.0
0.6562352667620016,-0.1738226625240329,0.7117843305295071,-0.23,1.0
0.41302199016556823,0.19313526365656203,0.7305777491970844,-0.23,1.0
0.3874438006087245,0.150204595314406,0.3946709273536756,0.23,1.0
0.6866856774020693,0.07274569325912178,0.6219335027990112,0.23,1.0
0.6670861689955921,0.01587321579528826,0.5207728887179626,-0.23,1.0
0.6285839380901803,0.12994145046689543,0.6281918704903056,0.23,1.0
0.49910425642096357,0.14185289421786637,0.3340891654695355,0.23,1.0
0.6680984416119022,-0.13942968232842992,0.6900033265845897,-0.23,1.0
0.5152786146429633,0.1810113516565607,0.6515350260440508,-0.23,0.0
0.5268603974407058,0.0018388146928558517,0.6646423397404142,-0.23,1.0
0.5653650665427584,0.1762267528235649,0.4955100553748962,-0.23,1.0
0.6324460632805066,0.009176761657514455,0.5900853789784619,-0.23,1.0
0.6069736772060719,0.166413896315413,0.266483984442318,0.23,1.0
0.6571539940082554,0.016202140200054893,0.7106520184057942,-0.23,1.0
0.4366761512539045,-0.03973952600085599,0.48423067699409833,0.23,1.0
0.4127405318457981,0.11142930543845703,0.4688866860201672,-0.23,1.0
0.6496568139883461,0.07929448633883451,0.5640753579037742,-0.23,1.0
0.34381541064284904,0.03257877366518822,0.6985998447717741,-0.23,0.0
0.5422971157246617,-0.03850533830486519,0.6664963580038705,-0.23,1.0
0.6927834812876437,0.10146283342897472,0.5557472597842825,-0.23,1.0
0.49620829661885657,-0.10362453475637842,0.44795312113389063,-0.23,1.0
0.40575614857033326,-0.17480717992887904,0.3461689863833024,0.23,1.0
0.3017352255092636,-0.039819964424506124,0.46515974574912894,-0.23,0.0
0.6989829810661594,0.08803515285207403,0.4646393849908327,0.23,1.0
0.5449338746474471,0.060693863913834516,0.3240422834757855,0.23,1.0
0.5439678393955686,0.10861253496682219,0.42380202153883045,-0.23,1.0
0.4277073763186808,0.1110083403701636,0.2849719514011668,-0.23,1.0
0.33702610296097263,-0.032201717159687414,0.5732873737519889,0.23,0.0
0.5796583926598636,-0.08939456597212214,0.6120125043889297,-0.23,1.0
0.6489690892457468,-0.10441218511363672,0.6573890030518371,0.23,1.0
0.38561951160037133,0.08678366046723505,0.48405496193976016,-0.23,1.0
0.5516598315288513,0.17053462659281393,0.29886841404431774,0.23,1.0
0.5921988401128686,0.06957298185583816,0.704218922020243,-0.23,1.0
0.5820105768485113,-0.1593510299322241,0.2670493878616786,0.23,1.0
0.35497411930699224,0.03440416400930637,0.6955980713274257,-0.23,0.0
0.3433976725926144,-0.19250171958162055,0.6000279275803517,0.23,1.0
0.5236556971966276,-0.1911781112785971,0.6589349339503601,-0.23,1.0
0.34254020525472983,-0.10713977152686356,0.36972091585004563,-0.23,1.0
0.6212158991541041,0.06357572519122834,0.34292129322778436,-0.23,1.0
0.30938921820414655,-0.06120126462175845,0.7398208411973171,0.23,0.0
0.597174340424891,-0.013671864730956546,0.4604250987934416,-0.23,1.0
0.48612107678485333,-0.10480371553707038,0.716444394483454,0.23,1.0
0.36149275141335135,-0.1440859097036817,0.2934143881017287,0.23,1.0
0.6882270718423921,0.11390203032930231,0.3961421596584306,-0.23,1.0
0.6454435846505692,-0.11655438276304585,0.5351135665541812,0.23,1.0
0.5127802906725529,-0.016148431299987342,0.7408955633499982,0.23,1.0
0.5510814895419879,0.05145767207509559,0.39837010999793415,-0.23,1.0
0.6869788086798388,0.05470256797355468,0.5850841592582876,0.23,1.0
0.48786776674030924,0.008827916834979431,0.5112916733370434,0.23,1.0
0.5115959270904029,0.0651468803297506,0.3777148901785155,0.23,0.0
0.3432552023819292,-0.12612141718376024,0.5932686336594799,-0.23,0.0
0.6809825589544227,0.15718909067960948,0.2670371202585918,0.23,1.0
0.602093215378919,-0.13184658005903982,0.2693784308683948,-0.23,1.0
0.6396864632373812,0.04953968409918501,0.3850057590485361,-0.23,1.0
0.6003105374229797,0.14703520041190848,0.4904467682607857,0.23,1.0
0.5368431150731541,-0.022087346190140234,0.3223148370130818,-0.23,1.0
0.6884654408276104,0.18517742581510166,0.7459043467643969,-0.23,0.0
0.4043561943208144,0.08377934387647562,0.28403129972268193,-0.23,1.0
0.37440365353409794,-0.010893257669695726,0.7155529867839,0.23,0.0
0.34108485254081733,0.06246351679930686,0.5276917676481411,-0.23,0.0
0.5607087842134335,-0.1978426788655216,0.40652152938487895,-0.23,0.0
0.5652667738589635,-0.06731958762913366,0.6741609713067567,0.23,1.0
0.30359757511933133,0.17308031220154005,0.3758515474196369,-0.23,1.0
0.39860852960246035,-0.13774282164455495,0.6308830602625934,-0.23,1.0
0.6469848707583465,0.0957474537762193,0.26304681255918133,-0.23,1.0
0.3144281014562462,-0.1710887624959969,0.5356397831446889,0.23,0.0
0.4978093396394623,-0.14448952612525845,0.6205401449414293,0.23,0.0
0.5471767944456053,-0.028203253407610977,0.29500201879885246,-0.23,1.0
0.48092383638227576,-0.016068453242732948,0.42394767228814406,0.23,1.0
0.6134528588717817,-0.06009574647733583,0.7001902116129892,-0.23,1.0
0.4704193451314312,-0.09833489745340211,0.7378061758435217,-0.23,0.0
0.6018636201936096,0.08918442580184321,0.501005652282008,-0.23,0.0
0.46929120643759387,-0.03133445647191359,0.3966089475061359,0.23,0.0
0.38182412826981593,-0.151724045148637,0.2802621925586574,-0.23,1.0
0.6773276362319082,0.03886834013186548,0.6260512417021148,-0.23,1.0
0.38474219581263136,-0.10688604752881453,0.3238022895395725,-0.23,1.0
