episode_return,episode_length,total_steps
-100,20,12656
-65,16,12672
-20,7,12679
-65,16,12695
-20,7,12702
0,3,12705
5,2,12707
-20,7,12714
-5,1,12715
10,1,12716
-25,8,12724
-10,5,12729
0,3,12732
-85,20,12752
-50,13,12765
10,1,12766
5,2,12768
-10,2,12770
-60,12,12782
-100,20,12802
-5,4,12806
-20,7,12813
0,3,12816
-70,17,12833
-65,16,12849
0,3,12852
-45,12,12864
-5,4,12868
-25,8,12876
-20,7,12883
-20,7,12890
-100,20,12910
-30,9,12919
-100,20,12939
-5,4,12943
-5,4,12947
-15,6,12953
-15,3,12956
-20,4,12960
-25,8,12968
-35,10,12978
-70,17,12995
-85,20,13015
-70,17,13032
-35,7,13039
5,2,13041
-55,11,13052
10,1,13053
0,3,13056
-10,5,13061
-35,10,13071
-25,8,13079
-35,10,13089
-5,4,13093
-25,8,13101
10,1,13102
0,3,13105
-10,2,13107
-100,20,13127
-35,10,13137
5,2,13139
5,2,13141
-10,5,13146
10,1,13147
-10,5,13152
-100,20,13172
10,1,13173
-100,20,13193
0,3,13196
-40,11,13207
-15,6,13213
0,3,13216
-75,18,13234
-70,17,13251
-45,12,13263
-5,4,13267
5,2,13269
-45,9,13278
-50,10,13288
-25,8,13296
10,1,13297
5,2,13299
-30,9,13308
-15,6,13314
-80,19,13333
0,3,13336
-40,8,13344
5,2,13346
0,3,13349
-50,13,13362
-15,6,13368
-35,10,13378
-15,6,13384
-15,3,13387
-40,11,13398
-35,7,13405
-5,4,13409
0,3,13412
-40,11,13423
5,2,13425
-100,20,13445
-5,4,13449
10,1,13450
5,2,13452
-20,7,13459
5,2,13461
-45,12,13473
-40,11,13484
0,3,13487
-40,11,13498
-70,17,13515
-5,1,13516
-65,16,13532
-5,4,13536
-40,11,13547
-5,4,13551
10,1,13552
0,3,13555
-35,10,13565
10,1,13566
10,1,13567
5,2,13569
-55,14,13583
-35,10,13593
10,1,13594
-30,9,13603
-80,19,13622
-25,8,13630
-10,2,13632
-75,18,13650
-55,11,13661
10,1,13662
10,1,13663
-70,17,13680
10,1,13681
-15,6,13687
-30,9,13696
10,1,13697
0,3,13700
-40,11,13711
-45,12,13723
-30,9,13732
10,1,13733
-50,13,13746
0,3,13749
-65,16,13765
-5,4,13769
10,1,13770
5,2,13772
10,1,13773
-80,19,13792
-30,9,13801
-85,17,13818
-15,6,13824
-100,20,13844
5,2,13846
-30,9,13855
-5,1,13856
-10,5,13861
-15,6,13867
-15,6,13873
-25,5,13878
-30,9,13887
-55,14,13901
10,1,13902
-50,13,13915
-100,20,13935
10,1,13936
-10,5,13941
-75,15,13956
-35,10,13966
-75,18,13984
10,1,13985
-85,20,14005
5,2,14007
-100,20,14027
-20,7,14034
-5,4,14038
-5,4,14042
-55,14,14056
10,1,14057
-10,5,14062
-25,8,14070
0,3,14073
10,1,14074
-100,20,14094
10,1,14095
-10,5,14100
-10,5,14105
-100,20,14125
-5,1,14126
-25,8,14134
-35,10,14144
-25,8,14152
10,1,14153
-95,19,14172
-30,9,14181
10,1,14182
10,1,14183
-10,2,14185
10,1,14186
-30,9,14195
-50,13,14208
-15,6,14214
-5,4,14218
10,1,14219
0,3,14222
-25,8,14230
-10,5,14235
-5,4,14239
-25,8,14247
-5,4,14251
-70,17,14268
-20,4,14272
-5,4,14276
0,3,14279
-50,13,14292
-5,4,14296
10,1,14297
-25,8,14305
-10,5,14310
-30,9,14319
-5,4,14323
-100,20,14343
-20,7,14350
-100,20,14370
-100,20,14390
-65,13,14403
-55,14,14417
-45,12,14429
-90,18,14447
5,2,14449
-45,9,14458
-35,10,14468
-40,11,14479
-80,19,14498
-15,6,14504
-35,10,14514
-15,6,14520
5,2,14522
-5,4,14526
10,1,14527
10,1,14528
10,1,14529
-5,4,14533
5,2,14535
-35,10,14545
5,2,14547
0,3,14550
-100,20,14570
10,1,14571
-5,4,14575
-60,15,14590
-10,5,14595
-35,7,14602
-40,11,14613
10,1,14614
0,3,14617
-20,4,14621
10,1,14622
-50,13,14635
0,3,14638
-5,4,14642
-5,1,14643
10,1,14644
-25,8,14652
-75,18,14670
5,2,14672
10,1,14673
0,3,14676
-15,6,14682
-10,2,14684
10,1,14685
-10,5,14690
-30,9,14699
0,3,14702
0,3,14705
-5,4,14709
10,1,14710
5,2,14712
5,2,14714
0,3,14717
-40,11,14728
10,1,14729
10,1,14730
5,2,14732
-15,6,14738
-85,17,14755
-10,2,14757
-20,7,14764
-5,4,14768
